Player,GP,MIN,PTS,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,Height,Pos,TEAM,Class
Trey Lyles: 2019,63.0,20.2,6.4,44.6,2.7,38.7,5.7,1.1,0.6,0.4,0.4,2.1,52.4,0.6,35.0,0.1,2.4,81.0,PF,SAS,1
Tristan Thompson: 2019,57.0,30.2,12.0,51.2,0.4,39.1,10.1,2.1,1.8,0.6,0.9,9.0,52.2,0.5,31.0,2.5,2.2,81.0,PF,CLE,2
Troy Brown Jr: 2019,69.0,25.8,10.4,43.9,2.6,34.1,5.6,2.6,1.1,1.2,0.1,4.5,53.3,1.9,36.8,0.1,3.8,78.0,SF,WAS,1
Victor Oladipo: 2019,19.0,27.8,14.5,39.4,5.5,31.7,3.9,2.9,2.5,0.9,0.2,4.7,46.8,2.8,41.5,0.0,8.8,76.0,SG,IND,4
Wendell Carter Jr: 2019,43.0,29.2,11.3,53.4,0.7,20.7,9.4,1.2,1.7,0.8,0.8,6.5,58.5,0.8,45.7,1.8,0.6,81.0,C,CHI,3
Wesley Matthews: 2019,67.0,24.4,7.4,39.6,4.4,36.4,2.5,1.4,0.6,0.6,0.1,1.5,53.3,0.4,34.6,0.1,1.7,76.0,SG,MIL,1
Will Barton: 2019,58.0,33.0,15.1,45.0,5.0,37.5,6.3,3.7,1.5,1.1,0.5,6.6,48.5,1.3,51.4,0.1,7.8,77.0,SF,DEN,4
Willie Cauley-Stein: 2019,54.0,20.3,7.2,57.9,0.0,0.0,5.8,1.3,0.7,0.9,1.1,4.8,64.6,0.8,25.0,1.9,0.8,84.0,C,DAL,3
Wilson Chandler: 2019,35.0,21.0,5.9,40.4,3.5,30.6,4.1,1.1,1.0,0.5,0.3,1.5,60.0,0.3,66.7,0.1,2.7,80.0,PF,BKN,1
Zach LaVine: 2019,60.0,34.8,25.5,45.0,8.1,38.0,4.8,4.2,3.4,1.5,0.5,9.4,53.2,2.5,34.4,0.3,12.5,78.0,SG,CHI,0
Zion Williamson: 2019,24.0,27.8,22.5,58.3,0.6,42.9,6.3,2.1,2.5,0.7,0.4,14.0,60.0,0.5,27.3,6.9,5.0,78.0,PF,NOP,5
Aaron Gordon: 2020,25.0,29.4,14.6,43.7,4.5,37.5,6.6,4.2,2.7,0.6,0.8,5.1,52.9,2.1,32.1,2.8,6.7,80.0,PF,DEN,2
Al Horford: 2020,28.0,27.9,14.2,45.0,5.4,36.8,6.7,3.4,1.0,0.9,0.9,5.3,54.7,2.2,39.3,3.9,2.0,81.0,C,OKC,2
Al-Farouq Aminu: 2020,17.0,21.6,5.5,40.4,1.8,22.6,5.4,1.7,1.5,1.0,0.5,2.7,48.1,0.7,50.0,1.3,1.9,80.0,PF,CHI,1
Alec Burks: 2020,32.0,25.7,12.6,41.6,4.7,40.4,4.3,2.2,1.1,0.8,0.3,3.7,43.2,1.8,40.7,0.0,5.4,78.0,SG,NYK,1
Aleksej Pokusevski: 2020,25.0,21.8,5.6,29.2,3.9,23.7,4.8,1.7,1.6,0.4,1.0,1.9,36.8,1.4,35.3,0.0,2.6,84.0,PF,OKC,1
Andre Drummond: 2020,25.0,28.9,17.5,47.4,0.3,0.0,13.5,2.6,3.2,1.6,1.2,14.5,49.7,0.4,0.0,8.0,3.9,82.0,C,CLE,5
Andre Iguodala: 2020,40.0,21.3,4.7,39.1,3.1,34.4,3.7,2.1,1.0,1.0,0.5,0.9,55.6,0.1,20.0,0.2,1.1,78.0,SF,MIA,1
Andrew Wiggins: 2020,44.0,32.2,17.7,46.9,5.0,38.3,4.6,2.1,1.9,0.9,0.9,6.4,57.8,2.8,37.1,1.5,8.0,79.0,PF,GSW,2
Austin Rivers: 2020,21.0,21.1,7.3,43.0,3.7,36.4,2.2,2.0,1.0,0.6,0.0,2.4,54.2,0.4,57.1,0.0,6.4,76.0,SG,OKC,1
Avery Bradley: 2020,10.0,21.1,8.5,47.0,3.8,42.1,1.8,1.4,0.9,0.7,0.1,1.7,64.7,1.1,36.4,0.1,2.1,75.0,SG,HOU,1
Bismack Biyombo: 2020,41.0,21.7,5.5,57.8,0.0,0.0,5.3,1.3,1.0,0.3,1.1,3.9,61.5,0.1,0.0,0.6,0.1,80.0,C,CHA,3
Blake Griffin: 2020,22.0,30.0,11.6,37.3,5.7,31.7,5.0,3.5,1.5,0.7,0.1,3.7,51.4,0.9,15.0,4.1,2.2,81.0,PF,BKN,1
Bobby Portis: 2020,43.0,21.0,11.0,53.8,2.4,48.0,6.8,1.1,0.8,0.8,0.4,4.4,61.4,1.8,46.2,1.8,1.0,82.0,C,MIL,2
Bogdan Bogdanovic: 2020,19.0,23.4,10.2,40.5,5.9,34.5,3.4,2.2,1.0,0.5,0.2,2.5,48.0,0.7,50.0,0.2,5.1,78.0,SG,ATL,1
Bojan Bogdanovic: 2020,43.0,30.2,15.0,41.4,6.5,38.4,3.8,1.9,1.5,0.5,0.0,4.3,46.5,0.9,35.1,1.2,6.6,79.0,SF,UTA,4
Brandon Clarke: 2020,36.0,26.1,11.7,52.1,1.5,31.5,5.6,1.6,0.6,1.1,0.9,7.3,57.5,0.6,35.0,0.3,3.5,80.0,PF,MEM,2
Brandon Ingram: 2020,43.0,34.3,24.2,47.9,6.3,38.1,5.1,4.7,2.4,0.7,0.7,6.3,58.7,5.4,47.6,0.5,13.2,80.0,SF,NOP,0
Brook Lopez: 2020,43.0,27.3,11.5,47.2,4.5,33.3,5.0,0.7,0.9,0.6,1.4,3.8,65.8,0.6,37.0,1.3,1.3,84.0,C,MIL,2
Bruce Brown: 2020,41.0,21.0,8.3,55.0,0.9,24.3,4.5,1.4,0.8,0.7,0.3,5.2,59.6,0.3,36.4,0.0,1.8,76.0,PG,BKN,1
Cam Reddish: 2020,26.0,28.9,11.2,36.5,4.8,26.2,4.0,1.3,1.3,1.3,0.3,4.4,50.0,0.8,28.6,0.0,5.0,80.0,SF,ATL,1
Cameron Johnson: 2020,37.0,23.7,10.1,44.0,5.5,38.4,3.3,1.3,0.7,0.6,0.4,1.9,63.2,0.7,30.8,0.1,2.5,80.0,PF,PHX,1
Caris LeVert: 2020,19.0,29.3,17.8,42.5,5.6,34.9,4.3,5.3,1.9,1.3,0.3,8.4,48.8,2.2,36.6,0.2,12.5,78.0,SG,IND,4
Cedi Osman: 2020,43.0,25.1,10.1,35.5,5.7,30.9,3.5,2.7,1.0,1.0,0.1,3.9,43.6,0.4,37.5,0.1,4.3,79.0,SF,CLE,1
Chasson Randle: 2020,15.0,20.5,5.5,42.2,2.8,35.7,2.0,2.5,1.0,0.3,0.1,1.2,58.3,0.3,40.0,0.0,3.5,74.0,PG,ORL,1
Chris Boucher: 2020,44.0,23.7,13.7,53.1,3.7,42.0,6.4,1.0,0.7,0.5,1.9,5.1,60.8,0.3,38.5,0.2,0.8,81.0,C,TOR,2
Chris Paul: 2020,42.0,31.7,15.9,48.6,3.7,37.4,4.7,8.7,2.3,1.4,0.3,3.4,52.9,5.4,52.0,0.3,12.5,72.0,PG,PHX,0
Christian Wood: 2020,22.0,30.8,21.4,55.0,4.4,38.1,9.8,1.3,1.9,0.9,1.4,8.9,69.7,2.0,26.7,3.0,3.8,82.0,C,HOU,5
Clint Capela: 2020,38.0,29.3,14.6,58.4,0.0,0.0,14.2,0.9,1.3,0.7,2.2,10.9,57.8,0.1,33.3,1.6,0.6,82.0,C,ATL,3
Coby White: 2020,43.0,31.7,15.1,40.9,6.4,35.0,4.6,4.7,2.3,0.5,0.1,4.9,46.9,2.2,47.4,0.1,9.9,77.0,PG,CHI,4
Cody Zeller: 2020,24.0,22.3,9.2,50.0,0.8,15.0,7.1,2.3,1.0,0.6,0.5,6.5,55.4,0.1,33.3,0.6,2.2,83.0,C,CHA,3
Collin Sexton: 2020,38.0,35.9,24.0,47.8,4.4,39.1,2.8,4.3,2.8,1.1,0.1,11.2,54.5,2.7,35.3,0.2,16.7,73.0,SG,CLE,0
Cory Joseph: 2020,44.0,21.5,6.6,44.4,2.1,33.0,2.3,2.5,1.0,0.9,0.2,2.6,57.7,0.9,36.6,0.0,5.1,75.0,PG,DET,1
Damian Lillard: 2020,42.0,36.1,30.1,45.2,11.3,37.8,4.4,7.7,3.3,0.9,0.2,6.8,57.4,2.5,48.1,0.3,14.7,74.0,PG,POR,0
Daniel Theis: 2020,42.0,24.4,9.5,55.2,2.3,34.7,5.2,1.6,1.0,0.6,1.0,3.5,71.4,1.0,52.3,0.1,0.6,80.0,C,CHI,2
Danilo Gallinari: 2020,32.0,23.5,12.8,41.6,5.2,40.1,3.9,1.5,1.0,0.6,0.2,1.9,52.6,2.1,34.3,2.7,2.2,82.0,PF,ATL,1
Danny Green: 2020,44.0,28.6,9.2,40.3,6.2,39.0,3.6,1.7,1.2,1.4,0.8,1.3,46.2,0.6,40.0,0.0,1.9,78.0,SF,PHI,1
Darius Bazley: 2020,36.0,30.7,11.9,39.2,5.2,29.0,7.5,1.5,1.8,0.5,0.6,5.1,51.0,1.0,33.3,0.2,5.6,80.0,PF,OKC,2
Darius Garland: 2020,35.0,33.1,16.6,44.2,4.4,40.6,2.2,5.9,3.0,1.1,0.1,7.9,48.1,2.0,39.4,0.1,16.0,73.0,PG,CLE,0
David Nwaba: 2020,30.0,22.6,9.2,48.6,2.1,27.0,3.9,1.0,0.6,1.0,0.7,5.1,56.9,0.0,0.0,0.0,2.8,77.0,SF,HOU,1
Davis Bertans: 2020,35.0,24.7,10.8,38.9,7.3,38.2,2.9,0.9,0.6,0.6,0.2,0.7,57.1,0.3,10.0,0.0,0.8,82.0,PF,WAS,1
De'Aaron Fox: 2020,43.0,34.7,24.1,47.5,5.5,33.2,3.4,7.3,3.2,1.3,0.4,10.1,58.4,2.8,36.7,0.1,18.2,75.0,PG,SAC,0
De'Andre Hunter: 2020,20.0,31.2,16.0,50.2,4.4,35.6,5.1,2.1,1.4,0.9,0.5,4.9,63.3,2.0,50.0,1.5,6.3,80.0,SF,ATL,2
DeAndre Jordan: 2020,43.0,22.7,7.5,77.1,0.0,0.0,7.4,1.7,1.5,0.3,1.3,4.3,79.1,0.0,0.0,0.3,0.0,83.0,C,BKN,3
DeMar DeRozan: 2020,34.0,34.0,20.5,49.4,1.7,31.0,4.4,7.3,1.7,0.9,0.3,8.3,53.0,4.2,50.0,1.1,18.5,78.0,PF,SAS,0
DeMarcus Cousins: 2020,25.0,20.2,9.6,37.6,4.6,33.6,7.6,2.4,1.6,0.8,0.7,3.6,44.4,0.1,0.0,1.5,2.5,82.0,C,HOU,1
Deandre Ayton: 2020,43.0,30.5,14.7,60.8,0.4,23.5,10.9,1.5,1.7,0.4,1.1,8.4,67.9,1.6,32.8,5.0,0.3,83.0,C,PHX,3
Dejounte Murray: 2020,40.0,31.3,15.5,45.0,3.1,31.1,7.0,5.1,1.7,1.5,0.1,7.1,52.1,4.2,43.5,0.0,11.2,76.0,PG,SAS,0
Delon Wright: 2020,36.0,29.2,10.4,46.4,2.5,34.8,4.6,5.0,1.3,1.6,0.5,5.3,52.8,0.4,38.5,0.1,11.3,77.0,SG,SAC,4
Deni Avdija: 2020,38.0,22.0,6.2,44.4,3.0,33.0,4.5,1.2,0.7,0.6,0.2,2.1,61.9,0.3,33.3,0.1,1.4,81.0,SF,WAS,1
Dennis Schroder: 2020,40.0,31.5,15.0,43.1,3.2,31.7,3.5,4.7,2.5,1.0,0.2,6.3,46.0,2.5,48.5,0.0,12.3,75.0,SG,LAL,4
Derrick Jones Jr: 2020,39.0,26.6,8.0,49.4,2.7,32.4,4.4,0.9,0.7,0.8,1.1,3.3,63.6,0.0,0.0,0.0,0.7,77.0,SF,POR,1
Derrick Rose: 2020,25.0,23.5,13.5,43.0,2.4,37.7,2.2,4.5,1.9,1.2,0.4,6.6,43.9,2.7,45.6,0.2,12.1,74.0,PG,NYK,4
Desmond Bane: 2020,37.0,22.5,9.5,48.5,3.9,45.5,2.9,1.3,1.0,0.7,0.1,2.7,51.9,0.7,56.0,0.0,3.6,77.0,SG,MEM,1
Devin Booker: 2020,39.0,33.7,25.1,49.5,5.7,35.0,4.1,4.7,3.3,0.9,0.3,8.2,59.8,4.9,50.3,1.8,13.2,77.0,SG,PHX,0
Devonte' Graham: 2020,33.0,30.0,13.3,37.2,7.7,37.6,2.7,5.1,1.3,0.9,0.1,2.0,25.0,1.6,44.4,0.0,5.3,73.0,PG,CHA,4
Domantas Sabonis: 2020,43.0,36.1,20.1,52.2,2.6,30.6,11.2,6.2,3.4,1.2,0.6,10.6,61.3,1.3,24.6,7.9,4.5,83.0,PF,IND,5
Dorian Finney-Smith: 2020,31.0,31.1,8.4,42.6,4.8,35.1,5.3,1.5,0.6,0.9,0.4,2.2,59.1,0.2,16.7,0.0,2.2,79.0,PF,DAL,1
Doug McDermott: 2020,42.0,25.3,13.4,51.4,4.5,36.9,3.9,1.4,0.9,0.3,0.1,5.6,62.5,0.1,16.7,0.0,3.9,79.0,PF,IND,1
Draymond Green: 2020,38.0,30.0,6.1,39.7,1.9,24.3,6.6,8.4,2.8,1.4,0.8,3.3,51.5,0.4,11.8,2.4,3.3,78.0,PF,GSW,4
Dwayne Bacon: 2020,44.0,24.9,9.9,39.9,3.0,33.3,2.8,1.1,0.7,0.5,0.1,4.6,47.8,1.4,23.8,0.0,5.3,78.0,SG,ORL,1
Elfrid Payton: 2020,35.0,27.9,12.4,43.6,1.8,25.0,3.9,3.7,1.8,0.7,0.2,8.7,48.3,1.4,34.7,0.2,11.1,75.0,PG,NYK,4
Enes Kanter: 2020,43.0,26.6,12.1,59.8,0.0,0.0,11.6,1.3,1.2,0.5,0.7,8.2,61.0,0.2,11.1,2.1,0.2,82.0,C,POR,3
Eric Bledsoe: 2020,42.0,29.2,11.3,41.6,4.7,36.4,3.4,3.7,1.5,0.7,0.3,3.8,50.0,1.3,41.8,0.0,9.5,73.0,SG,NOP,4
Eric Gordon: 2020,27.0,29.2,17.8,43.3,7.8,32.9,2.1,2.6,1.9,0.5,0.5,5.6,58.9,0.2,0.0,0.0,10.1,75.0,SG,HOU,4
Evan Fournier: 2020,26.0,30.3,19.7,46.1,7.2,38.8,2.9,3.7,2.1,1.0,0.3,5.0,58.0,1.9,44.0,0.0,7.9,79.0,SF,BOS,4
Fred VanVleet: 2020,39.0,36.8,20.1,39.6,8.9,37.6,4.3,6.4,1.9,1.8,0.7,5.4,42.6,2.2,37.2,0.1,14.8,73.0,SG,TOR,0
Garrett Temple: 2020,35.0,27.9,8.5,42.5,3.8,34.3,3.1,2.0,1.0,0.9,0.5,2.7,55.6,0.9,40.6,0.0,2.6,77.0,SG,CHI,1
Gary Harris: 2020,19.0,30.6,9.7,44.2,3.9,32.0,2.5,1.7,0.7,0.9,0.2,3.7,56.8,0.6,36.4,0.1,3.6,76.0,SG,ORL,1
Gary Trent Jr: 2020,41.0,30.8,15.0,41.4,7.4,39.7,2.2,1.4,0.8,0.9,0.1,3.0,50.0,2.3,36.2,0.0,3.0,77.0,SG,TOR,4
George Hill: 2020,14.0,26.3,11.8,50.8,4.1,38.6,2.1,3.1,0.9,0.9,0.1,3.7,62.2,0.8,54.5,0.1,7.0,76.0,PG,PHI,1
Giannis Antetokounmpo: 2020,41.0,34.1,28.6,55.9,3.8,29.9,11.6,6.4,3.7,1.2,1.3,12.5,68.0,2.2,32.6,4.6,11.8,83.0,PF,MIL,5
Goran Dragic: 2020,28.0,27.0,13.9,44.1,4.6,34.9,3.3,4.9,2.7,0.6,0.2,5.0,54.0,1.7,38.3,0.4,10.9,75.0,PG,MIA,4
Gordon Hayward: 2020,39.0,34.1,20.1,48.1,4.7,41.6,5.6,4.2,2.1,1.3,0.3,7.5,53.3,2.9,44.3,0.8,11.3,79.0,SF,CHA,0
Grayson Allen: 2020,29.0,24.7,9.9,41.7,5.0,40.4,3.2,2.1,1.0,1.0,0.2,2.2,50.0,0.4,16.7,0.0,5.1,76.0,SG,MEM,1
Hamidou Diallo: 2020,32.0,23.8,11.9,48.1,1.3,29.3,5.2,2.4,1.5,1.0,0.4,6.7,53.7,1.3,34.9,0.1,6.7,77.0,SG,DET,4
Harrison Barnes: 2020,41.0,36.0,16.1,49.2,4.2,36.3,6.6,3.7,1.5,0.7,0.2,6.5,60.0,0.4,31.3,2.6,7.9,80.0,PF,SAC,2
Isaac Okoro: 2020,39.0,32.3,8.0,41.8,2.8,30.6,2.8,1.8,1.4,1.1,0.5,4.2,50.0,0.1,0.0,0.1,4.2,77.0,SG,CLE,1
Isaiah Roby: 2020,38.0,22.9,9.0,52.0,1.6,33.9,5.5,1.7,1.6,0.9,0.7,4.8,60.4,0.3,20.0,0.9,3.1,80.0,PF,OKC,2
Ish Smith: 2020,19.0,20.6,5.2,37.9,1.1,25.0,3.5,4.7,1.0,0.8,0.2,3.4,44.1,1.6,35.5,0.0,8.3,72.0,PG,WAS,1
Ivica Zubac: 2020,45.0,20.8,8.6,67.3,0.0,0.0,7.0,1.2,1.0,0.4,0.8,4.8,68.8,0.1,50.0,0.9,0.2,84.0,C,LAC,3
Jaden McDaniels: 2020,37.0,20.1,5.5,41.1,2.8,34.3,3.4,1.0,0.7,0.5,1.0,2.0,50.0,0.5,36.8,0.1,1.5,81.0,PF,MIN,1
Jae'Sean Tate: 2020,43.0,28.2,10.3,52.1,2.3,32.7,5.3,1.8,1.1,1.1,0.5,5.4,61.1,0.2,14.3,0.9,3.4,76.0,SF,HOU,2
Jakob Poeltl: 2020,41.0,24.2,7.1,61.8,0.0,0.0,7.7,1.8,1.3,0.6,1.6,5.0,64.0,0.3,41.7,0.8,0.5,85.0,C,SAS,3
Jalen Brunson: 2020,38.0,24.5,12.3,53.1,3.1,39.8,3.6,3.3,1.3,0.5,0.0,4.2,61.9,1.2,59.6,0.1,8.0,73.0,PG,DAL,4
Jamal Murray: 2020,42.0,35.4,21.1,47.7,6.5,41.5,4.0,4.8,2.3,1.3,0.3,5.3,62.3,4.5,42.0,0.5,9.0,75.0,PG,DEN,0
James Harden: 2020,38.0,38.0,25.3,46.3,8.0,35.9,7.9,11.2,4.2,1.3,0.7,8.9,55.1,0.4,50.0,0.5,17.9,77.0,PG,BKN,0
James Wiseman: 2020,30.0,21.0,11.8,51.9,1.0,35.5,5.9,0.7,1.5,0.3,1.0,6.5,60.0,2.0,32.8,3.1,0.9,84.0,C,GSW,2
Jarrett Allen: 2020,43.0,28.5,13.1,64.1,0.2,40.0,9.9,1.6,1.5,0.4,1.7,6.8,66.2,0.5,40.0,1.2,0.5,83.0,C,CLE,3
Jaylen Brown: 2020,41.0,34.2,24.7,48.9,6.5,39.3,5.7,3.9,2.8,1.2,0.5,9.4,54.3,3.3,51.1,1.4,10.9,78.0,SG,BOS,0
Jayson Tatum: 2020,38.0,35.5,24.8,44.5,7.1,37.6,6.8,4.3,2.5,1.3,0.5,8.9,52.8,4.3,40.5,2.6,12.4,80.0,SF,BOS,0
Jeff Green: 2020,41.0,26.8,9.6,49.0,3.3,40.7,3.8,1.4,0.7,0.6,0.3,3.2,59.4,0.5,36.4,0.4,1.3,80.0,C,BKN,1
Jeremy Lamb: 2020,26.0,22.0,10.9,45.3,3.7,43.8,3.5,1.7,0.7,0.8,0.5,3.0,43.3,1.1,48.3,0.0,5.9,77.0,SG,IND,1
Jimmy Butler: 2020,30.0,33.4,21.3,48.1,1.7,21.2,7.9,7.3,2.3,2.0,0.4,10.2,55.9,2.8,34.1,2.1,17.6,79.0,SF,MIA,0
Jonas Valanciunas: 2020,36.0,27.6,15.9,55.7,1.0,31.4,12.4,1.7,1.9,0.6,0.7,10.0,59.0,0.6,52.4,4.9,1.0,83.0,C,MEM,5
Jordan Clarkson: 2020,43.0,25.7,17.2,42.5,8.6,35.5,3.9,2.2,1.8,0.9,0.2,5.6,53.6,0.6,32.0,0.1,8.9,76.0,SG,UTA,4
Josh Hart: 2020,43.0,28.3,9.1,44.6,4.0,32.8,7.6,2.2,0.9,0.9,0.2,2.7,63.0,0.4,42.1,0.0,2.7,77.0,SF,NOP,1
Josh Jackson: 2020,39.0,24.9,13.1,42.2,4.1,28.0,4.2,2.1,2.2,0.9,0.8,6.2,51.6,1.0,36.8,0.2,7.2,80.0,SG,DET,4
Josh Richardson: 2020,33.0,32.0,13.2,44.9,5.0,32.3,3.4,2.7,1.5,1.0,0.4,3.9,59.0,1.6,50.9,0.0,6.1,77.0,SG,DAL,4
Jrue Holiday: 2020,33.0,31.4,15.8,48.8,4.6,37.5,4.5,5.1,1.7,1.8,0.5,7.0,60.0,1.3,33.3,0.7,9.3,75.0,PG,MIL,4
Justin Holiday: 2020,43.0,32.2,11.6,43.6,6.6,39.3,3.8,1.7,0.8,1.2,0.4,1.9,57.9,0.5,39.1,0.0,2.5,78.0,SG,IND,1
Justin Patton: 2020,12.0,20.1,5.7,41.8,2.7,28.1,4.0,1.2,0.3,1.0,1.2,2.5,56.0,0.4,40.0,0.5,0.1,83.0,C,HOU,1
Justise Winslow: 2020,14.0,21.4,7.9,36.4,2.6,13.5,5.1,1.9,1.6,0.6,0.5,5.0,48.0,1.7,37.5,0.4,4.9,78.0,SF,MEM,1
Jusuf Nurkic: 2020,12.0,23.4,9.8,48.5,1.0,25.0,7.7,2.8,1.9,0.9,0.9,7.1,50.7,0.5,50.0,3.0,0.5,83.0,C,POR,2
Karl-Anthony Towns: 2020,24.0,33.6,23.5,49.6,5.8,39.1,10.0,4.1,3.3,0.8,1.5,9.1,60.4,2.1,31.4,9.1,4.8,83.0,C,MIN,5
Kawhi Leonard: 2020,37.0,34.4,25.9,51.6,5.0,40.0,6.3,4.8,1.9,1.8,0.5,8.2,62.2,4.9,45.9,6.5,12.7,79.0,SF,LAC,0
Kelly Olynyk: 2020,43.0,26.9,10.0,43.1,5.7,31.7,6.1,2.1,1.3,0.9,0.6,2.8,67.9,0.3,35.7,0.8,1.5,83.0,C,HOU,2
Kelly Oubre Jr: 2020,42.0,30.5,15.1,43.8,5.1,30.6,5.9,1.4,1.3,1.0,0.8,7.0,54.3,0.8,34.3,0.5,4.8,79.0,SF,GSW,2
Kemba Walker: 2020,26.0,30.7,17.9,39.5,7.9,36.4,3.5,4.6,2.2,1.2,0.3,4.8,50.0,2.9,30.7,0.0,9.8,72.0,PG,BOS,4
Kendrick Nunn: 2020,36.0,28.8,13.3,44.7,5.5,36.2,3.2,2.6,1.6,1.1,0.3,4.6,56.5,1.4,40.0,0.1,6.6,74.0,PG,MIA,4
Kentavious Caldwell-Pope: 2020,40.0,26.0,8.3,42.2,3.7,40.1,2.4,1.5,1.0,0.8,0.3,2.3,52.2,0.8,28.1,0.0,1.9,77.0,SG,LAL,1
Kevin Durant: 2020,19.0,35.8,29.0,52.4,5.9,43.4,7.3,5.3,3.5,0.7,1.4,7.2,59.7,5.7,52.3,4.4,8.7,82.0,PF,BKN,5
Khris Middleton: 2020,43.0,33.5,20.6,49.0,5.2,43.0,6.2,5.4,2.8,1.1,0.2,5.6,58.9,4.7,43.3,1.6,8.1,79.0,SF,MIL,0
Kyle Anderson: 2020,39.0,27.2,12.6,47.8,3.7,36.3,5.8,3.3,1.4,1.1,0.7,4.8,58.3,1.3,44.9,0.2,6.1,81.0,PF,MEM,2
Kyle Kuzma: 2020,43.0,26.9,12.1,44.3,5.2,37.5,6.7,1.5,1.6,0.5,0.6,4.2,57.1,1.2,30.0,0.3,3.0,82.0,SF,LAL,2
Kyle Lowry: 2020,37.0,34.8,17.4,43.9,7.1,39.5,5.6,7.5,2.9,1.1,0.3,4.1,51.2,1.9,40.3,0.1,10.9,72.0,PG,TOR,0
Kyrie Irving: 2020,31.0,35.6,28.1,52.0,7.1,40.6,4.8,5.7,2.4,1.2,0.6,9.4,59.6,4.2,54.2,0.4,11.8,74.0,PG,BKN,0
LaMarcus Aldridge: 2020,21.0,25.9,13.7,46.4,3.6,36.0,4.5,1.7,1.0,0.4,0.9,2.9,48.3,5.3,52.7,3.7,0.5,83.0,C,SAS,2
LaMelo Ball: 2020,41.0,28.6,15.9,45.1,5.3,37.5,5.9,6.1,2.8,1.6,0.3,6.5,52.3,1.1,36.4,0.0,11.6,78.0,PG,CHA,0
Landry Shamet: 2020,39.0,20.1,7.8,39.1,4.9,37.4,1.8,1.1,0.7,0.5,0.1,1.0,40.0,0.6,41.7,0.0,1.8,76.0,SG,BKN,1
Larry Nance Jr: 2020,27.0,32.9,9.6,48.3,3.3,37.1,6.9,3.0,1.5,1.9,0.6,3.8,63.2,0.6,35.3,2.0,1.1,79.0,PF,CLE,2
LeBron James: 2020,41.0,33.9,25.4,51.3,6.5,36.8,7.9,7.9,3.7,1.0,0.6,8.6,67.4,3.4,37.0,3.9,9.7,81.0,PG,LAL,0
Lonzo Ball: 2020,38.0,31.7,14.2,42.5,7.8,38.5,4.2,5.6,2.0,1.3,0.6,3.4,50.0,1.0,45.9,0.2,5.1,78.0,PG,NOP,4
Lou Williams: 2020,42.0,21.9,12.1,42.1,2.8,37.8,2.1,3.4,1.6,0.9,0.1,4.5,48.9,3.0,34.4,0.0,8.3,73.0,PG,ATL,4
Malcolm Brogdon: 2020,41.0,35.5,21.4,46.1,6.5,39.8,4.7,6.0,2.3,1.1,0.2,8.6,50.0,2.8,47.8,0.1,14.4,77.0,PG,IND,0
Malik Monk: 2020,30.0,21.6,12.5,44.9,5.0,41.1,2.7,1.9,1.5,0.5,0.1,3.9,53.8,0.8,33.3,0.1,7.3,75.0,SG,CHA,1
Marc Gasol: 2020,35.0,20.1,4.8,40.3,2.4,36.5,4.1,2.0,0.9,0.5,1.3,1.1,54.5,0.3,30.0,1.4,0.4,83.0,C,LAL,1
Marcus Smart: 2020,25.0,31.4,12.7,39.0,5.6,32.4,2.8,5.4,1.6,1.5,0.5,3.5,45.7,1.3,51.5,0.6,7.5,75.0,PG,BOS,4
Markelle Fultz: 2020,8.0,26.9,12.9,39.4,2.0,25.0,3.1,5.4,2.3,1.0,0.3,7.6,51.3,3.5,21.4,0.0,14.1,75.0,PG,ORL,4
Marvin Bagley III: 2020,37.0,25.7,13.9,50.2,2.6,35.4,7.4,0.9,1.3,0.5,0.5,8.1,56.8,0.6,33.3,2.2,2.5,83.0,PF,SAC,2
Mason Plumlee: 2020,41.0,27.7,10.3,60.9,0.1,0.0,9.5,3.6,2.0,0.9,0.9,6.2,66.1,0.6,21.7,3.2,2.1,83.0,C,DET,3
Maxi Kleber: 2020,30.0,27.7,7.8,46.9,4.0,47.1,5.4,1.4,0.6,0.5,0.8,1.0,50.0,0.3,37.5,0.2,0.7,82.0,PF,DAL,1
Michael Carter-Williams: 2020,23.0,26.6,9.0,40.0,2.0,24.4,4.6,4.2,2.3,0.6,0.5,6.0,48.3,0.7,17.6,0.0,9.5,77.0,SG,ORL,4
Mike Conley: 2020,35.0,29.6,16.4,45.6,6.5,42.4,3.5,5.4,1.9,1.4,0.1,4.8,54.2,1.1,31.6,0.0,11.6,73.0,PG,UTA,4
Miles Bridges: 2020,43.0,26.3,9.5,49.7,3.2,37.4,5.7,2.0,1.6,0.7,0.7,3.6,63.9,0.4,17.6,1.1,3.7,78.0,PF,CHA,2
Mitchell Robinson: 2020,29.0,28.4,8.6,65.9,0.0,0.0,8.4,0.6,0.8,1.1,1.5,5.9,64.4,0.0,0.0,0.2,0.0,84.0,C,NYK,3
Monte Morris: 2020,36.0,27.2,10.4,47.1,3.2,35.1,2.2,3.4,0.7,0.7,0.3,4.1,58.5,1.3,42.6,0.0,5.2,74.0,PG,DEN,1
Montrezl Harrell: 2020,44.0,25.0,14.8,63.8,0.2,0.0,6.6,1.1,1.1,0.7,0.8,8.2,68.3,1.1,42.0,4.2,0.7,79.0,C,LAL,3
