Player,GP,MIN,PTS,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,Height,Pos,TEAM,Class
Myles Turner: 2020,40.0,30.9,12.8,48.0,4.4,32.8,6.5,1.0,1.3,0.9,3.4,4.6,63.0,0.4,31.3,0.7,1.8,83.0,C,IND,2
Nerlens Noel: 2020,39.0,22.4,4.8,62.6,0.1,0.0,6.0,0.6,1.1,1.0,2.0,3.1,67.7,0.2,33.3,0.0,0.2,83.0,C,NYK,3
Nicolas Batum: 2020,42.0,28.5,8.7,47.2,4.3,43.6,4.6,2.3,0.7,1.1,0.4,1.4,57.1,0.7,44.8,0.5,0.6,80.0,SF,LAC,1
Norman Powell: 2020,42.0,30.4,19.6,49.8,6.4,43.9,3.0,1.8,1.8,1.1,0.2,6.0,58.3,1.1,40.0,0.1,8.1,75.0,SG,POR,4
OG Anunoby: 2020,26.0,33.2,14.3,48.7,5.5,41.0,5.7,1.7,1.7,1.7,0.8,4.5,60.0,0.7,33.3,1.1,3.7,79.0,SF,TOR,2
PJ Tucker: 2020,35.0,28.6,4.1,36.3,2.6,31.1,4.4,1.3,0.9,0.8,0.6,1.1,45.5,0.2,33.3,0.1,0.8,77.0,PF,MIL,1
PJ Washington: 2020,39.0,29.6,12.3,45.0,3.6,39.6,6.6,2.9,2.2,1.0,1.3,5.8,50.0,0.4,25.0,2.3,4.0,79.0,PF,CHA,2
PJ Dozier: 2020,29.0,20.3,7.7,44.8,2.7,37.7,3.7,1.6,0.9,0.5,0.5,3.0,53.3,0.7,36.8,0.1,3.1,78.0,SG,DEN,1
Pascal Siakam: 2020,35.0,35.3,20.0,44.8,4.2,30.4,7.3,4.7,2.1,1.1,0.7,9.9,52.5,2.1,36.5,4.6,11.5,81.0,PF,TOR,5
Pat Connaughton: 2020,40.0,22.4,6.9,46.3,3.7,41.1,4.5,1.4,0.4,0.7,0.4,1.6,62.5,0.2,0.0,0.0,1.4,77.0,SG,MIL,1
Patrick Beverley: 2020,29.0,23.8,8.3,44.2,4.1,42.0,3.7,2.1,0.9,0.9,0.8,2.0,50.0,0.1,25.0,0.0,3.5,73.0,PG,LAC,1
Patrick Williams: 2020,42.0,28.4,9.6,46.7,2.2,38.3,4.9,1.2,1.4,0.7,0.7,3.9,53.8,1.8,39.5,0.1,4.3,79.0,PF,CHI,2
Paul George: 2020,34.0,33.3,22.4,48.0,7.6,43.1,6.0,5.4,3.2,1.1,0.5,5.8,53.4,3.1,51.0,1.0,11.6,80.0,SF,LAC,0
Paul Millsap: 2020,34.0,23.5,9.5,50.6,2.8,37.5,5.0,1.7,0.9,0.9,0.6,3.8,63.2,0.4,33.3,1.4,1.6,79.0,PF,DEN,2
RJ Barrett: 2020,44.0,33.8,17.3,45.3,3.3,34.5,6.1,3.0,1.9,0.7,0.3,9.4,51.1,1.9,36.9,0.4,12.9,78.0,SG,NYK,4
Raul Neto: 2020,37.0,20.6,7.7,43.4,2.5,36.2,2.2,2.2,0.8,1.2,0.1,3.5,48.6,0.7,36.0,0.0,5.0,73.0,PG,WAS,1
Reggie Bullock: 2020,39.0,27.8,9.3,41.7,5.2,39.4,3.4,1.4,0.7,0.7,0.2,1.4,57.1,1.2,39.6,0.0,1.6,78.0,SF,NYK,1
Reggie Jackson: 2020,42.0,20.4,8.7,44.7,3.4,40.4,2.6,2.9,1.0,0.6,0.1,2.9,55.2,1.0,36.6,0.0,4.6,74.0,SG,LAC,1
Richaun Holmes: 2020,40.0,30.2,14.0,64.8,0.2,25.0,8.8,1.8,1.3,0.7,1.6,7.6,67.1,1.5,56.9,0.9,1.0,82.0,C,SAC,3
Ricky Rubio: 2020,42.0,26.4,8.6,40.1,2.7,31.3,3.1,6.8,2.0,1.3,0.0,3.4,47.1,1.1,31.1,0.0,9.9,75.0,PG,MIN,4
Robert Covington: 2020,41.0,32.3,8.6,39.8,5.3,37.2,6.7,1.7,1.2,1.6,1.2,1.9,47.4,0.4,33.3,0.1,1.8,79.0,PF,POR,1
Royce O'Neale: 2020,43.0,32.2,7.5,45.1,4.1,41.6,6.6,2.6,1.2,0.8,0.5,1.5,60.0,0.1,0.0,0.0,2.3,76.0,SF,UTA,1
Rudy Gay: 2020,34.0,21.7,10.9,41.0,4.2,38.5,4.9,1.5,1.1,0.7,0.5,3.5,45.7,2.1,37.5,1.1,3.4,80.0,PF,SAS,1
Rudy Gobert: 2020,43.0,30.9,14.4,64.6,0.0,0.0,13.4,1.3,1.7,0.5,3.0,8.2,65.9,0.1,16.7,0.7,0.5,85.0,C,UTA,3
Rui Hachimura: 2020,35.0,31.0,13.4,47.4,2.7,34.0,5.8,1.5,1.1,0.8,0.1,5.7,56.1,2.2,39.5,2.4,3.4,80.0,PF,WAS,2
Russell Westbrook: 2020,35.0,34.7,21.7,43.8,4.1,31.3,9.5,10.3,4.9,1.3,0.3,8.9,53.9,5.8,37.6,1.8,16.9,75.0,PG,WAS,0
Saddiq Bey: 2020,41.0,24.4,10.7,40.7,5.8,38.7,4.1,1.2,0.7,0.6,0.1,2.2,50.0,0.4,35.3,0.5,2.0,79.0,SF,DET,1
Serge Ibaka: 2020,39.0,23.6,10.9,50.7,2.8,35.2,6.7,1.7,1.1,0.2,1.2,4.8,60.4,1.3,55.1,1.6,0.9,82.0,C,LAC,2
Seth Curry: 2020,33.0,29.6,12.9,46.2,4.7,43.2,2.2,2.9,1.5,0.9,0.2,2.6,50.0,2.7,47.2,0.0,4.8,74.0,SG,PHI,4
Shai Gilgeous-Alexander: 2020,35.0,33.7,23.7,50.8,4.9,41.8,4.7,5.9,3.0,0.8,0.7,9.9,56.6,1.4,36.7,0.1,25.2,78.0,SG,OKC,0
Shake Milton: 2020,36.0,24.9,13.8,44.6,3.2,30.4,2.3,3.1,1.6,0.6,0.3,5.7,52.6,2.4,48.2,0.1,11.5,77.0,SG,PHI,4
Sterling Brown: 2020,41.0,24.0,7.5,42.4,4.2,38.6,4.4,1.6,0.8,0.9,0.2,1.9,57.9,0.3,16.7,0.0,3.2,77.0,SG,HOU,1
Steven Adams: 2020,40.0,27.7,8.1,63.1,0.1,0.0,9.2,2.0,1.6,0.9,0.6,5.4,64.8,0.1,25.0,1.3,0.4,83.0,C,NOP,3
TJ McConnell: 2020,40.0,25.3,7.2,54.5,0.6,31.8,3.7,6.5,1.9,1.8,0.4,4.8,58.3,0.8,48.4,0.0,11.7,73.0,PG,IND,4
Taurean Prince: 2020,29.0,21.4,8.3,38.0,3.5,38.6,3.6,1.7,1.1,0.7,0.7,2.7,37.0,0.9,33.3,0.1,4.2,79.0,PF,CLE,1
Terrence Ross: 2020,36.0,29.6,16.0,41.4,6.3,36.0,3.5,2.3,1.7,1.1,0.5,3.2,46.9,4.3,44.9,0.0,3.7,78.0,SG,ORL,4
Terry Rozier: 2020,41.0,33.0,20.3,47.7,7.9,42.0,3.7,3.3,1.8,1.3,0.3,5.7,56.1,1.5,42.6,0.0,8.8,73.0,SG,CHA,4
Thaddeus Young: 2020,39.0,25.0,12.1,59.3,0.6,26.1,6.4,4.3,2.1,1.4,0.6,8.6,61.6,0.3,23.1,3.3,2.3,80.0,PF,CHI,3
Theo Maledon: 2020,38.0,26.7,8.2,38.4,4.3,37.2,3.1,3.4,1.9,0.9,0.1,2.8,39.3,0.7,44.0,0.0,6.8,76.0,PG,OKC,4
Thomas Bryant: 2020,10.0,27.1,14.3,64.8,2.1,42.9,6.1,1.5,1.1,0.4,0.8,5.9,81.4,1.1,18.2,0.8,0.2,82.0,C,WAS,3
Tim Hardaway Jr: 2020,41.0,29.5,16.5,44.4,7.6,39.4,3.4,1.8,0.9,0.5,0.1,3.7,56.8,1.7,42.3,0.0,3.9,77.0,SG,DAL,1
Tobias Harris: 2020,39.0,34.0,20.8,50.8,3.8,41.3,7.7,3.6,1.9,0.9,0.8,8.7,58.6,3.1,42.5,2.8,10.3,80.0,PF,PHI,5
Tomas Satoransky: 2020,32.0,22.5,7.7,51.7,1.9,41.0,2.5,4.8,1.7,0.7,0.3,2.9,58.6,0.6,47.4,0.1,6.6,79.0,SG,CHI,1
Trae Young: 2020,42.0,34.4,25.8,43.2,6.8,36.3,4.0,9.4,4.2,0.8,0.2,9.3,48.4,1.8,41.3,0.0,19.5,73.0,PG,ATL,0
Tristan Thompson: 2020,36.0,22.5,7.9,53.4,0.1,0.0,8.4,1.0,1.0,0.4,0.4,6.0,53.3,0.1,40.0,1.3,1.0,81.0,PF,BOS,3
Ty Jerome: 2020,12.0,26.1,10.0,45.5,5.3,44.4,3.4,3.6,0.8,0.8,0.2,2.5,52.0,0.5,33.3,0.0,4.8,77.0,SG,OKC,1
Tyler Herro: 2020,33.0,31.7,15.1,41.4,5.6,31.2,5.4,3.4,2.2,0.7,0.4,5.1,51.0,2.8,43.5,0.1,10.2,77.0,SG,MIA,4
Tyrese Haliburton: 2020,38.0,30.0,12.9,48.2,5.2,42.1,3.4,5.1,1.6,1.3,0.6,3.6,61.1,1.4,43.6,0.0,7.7,77.0,PG,SAC,4
Tyus Jones: 2020,41.0,20.1,7.4,43.6,2.3,29.2,2.2,4.2,0.8,1.1,0.1,3.7,51.4,1.0,44.2,0.1,6.7,72.0,PG,MEM,1
Wayne Ellington: 2020,31.0,23.2,10.7,45.8,6.4,43.1,1.8,1.5,0.7,0.4,0.2,1.1,63.6,0.7,40.0,0.0,1.9,76.0,SG,DET,1
Wendell Carter Jr: 2020,32.0,24.7,10.9,51.2,0.7,36.4,7.8,2.2,1.5,0.6,0.8,5.9,55.9,1.2,38.5,2.5,1.0,82.0,C,ORL,2
Wesley Matthews: 2020,37.0,20.1,4.5,35.9,3.3,34.7,1.4,1.0,0.5,0.5,0.4,0.6,50.0,0.3,20.0,0.3,1.2,76.0,SG,LAL,1
Will Barton: 2020,41.0,30.7,12.7,43.5,4.7,37.7,4.1,3.1,1.7,0.9,0.4,5.2,50.0,1.2,41.7,0.0,6.1,78.0,SF,DEN,4
Zach LaVine: 2020,43.0,35.3,28.1,52.0,8.1,43.7,5.0,4.9,3.8,0.9,0.5,8.4,63.1,2.8,44.6,0.4,12.8,77.0,SG,CHI,0
