Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Carsen Edwards,16,10.2,5.1,4.3,46.4,2.3,30.6,1.1,0.6,0.1,0.3,0.1
Cassius Stanley,11,2.9,1.2,1.4,26.7,0.5,20.0,0.7,0.0,0.1,0.0,0.2
Cassius Winston,9,6.3,2.1,1.6,42.9,1.1,50.0,0.8,1.1,0.1,0.0,0.1
Cedi Osman,43,25.1,10.1,10.0,35.5,5.7,30.9,3.5,2.7,1.0,1.0,0.1
Chandler Hutchison,7,9.1,1.9,2.6,27.8,0.4,33.3,2.9,0.6,0.7,0.1,0.0
Chasson Randle,15,20.5,5.5,4.3,42.2,2.8,35.7,2.0,2.5,1.0,0.3,0.1
Chimezie Metu,12,6.7,3.7,2.9,51.4,0.5,33.3,1.9,0.4,0.6,0.3,0.5
Chris Boucher,44,23.7,13.7,9.1,53.1,3.7,42.0,6.4,1.0,0.7,0.5,1.9
Chris Chiozza,16,10.3,3.9,3.9,33.3,2.0,34.4,1.0,2.9,0.7,0.4,0.3
Chris Paul,42,31.7,15.9,12.4,48.6,3.7,37.4,4.7,8.7,2.3,1.4,0.3
Chris Silva,11,7.5,2.7,1.2,69.2,0.1,100,2.3,0.5,0.8,0.1,0.5
Christian Wood,22,30.8,21.4,15.4,55.0,4.4,38.1,9.8,1.3,1.9,0.9,1.4
Chuma Okeke,28,21.7,4.9,4.5,39.4,2.4,38.2,3.5,1.8,0.6,0.8,0.4
Clint Capela,38,29.3,14.6,10.9,58.4,0.0,0.0,14.2,0.9,1.3,0.7,2.2
Coby White,43,31.7,15.1,13.5,40.9,6.4,35.0,4.6,4.7,2.3,0.5,0.1
Cody Martin,31,13.3,4.0,3.3,49.5,1.0,28.1,2.5,1.2,0.6,0.5,0.2
Cody Zeller,24,22.3,9.2,7.4,50.0,0.8,15.0,7.1,2.3,1.0,0.6,0.5
Cole Anthony,25,26.7,11.0,10.8,37.5,3.3,32.5,4.4,3.8,2.0,0.7,0.4
Collin Sexton,38,35.9,24.0,18.4,47.8,4.4,39.1,2.8,4.3,2.8,1.1,0.1
Cory Joseph,44,21.5,6.6,5.7,44.4,2.1,33.0,2.3,2.5,1.0,0.9,0.2
Cristiano Felicio,7,5.7,1.6,0.6,75.0,0.0,0.0,1.7,0.7,0.4,0.3,0.0
D'Angelo Russell,20,29.2,19.3,16.3,42.6,7.4,39.9,2.6,5.1,2.7,1.1,0.5
D.J. Augustin,40,19.4,6.1,5.3,36.2,3.5,36.4,1.4,3.1,1.0,0.6,0.0
D.J. Wilson,16,9.7,4.1,3.9,38.7,2.3,36.1,2.4,0.3,0.3,0.1,0.3
DaQuan Jeffries,15,13.7,3.9,3.6,40.7,1.7,30.8,1.6,0.3,0.5,0.4,0.3
Dakota Mathias,8,15.4,6.0,6.0,39.6,3.3,30.8,0.9,1.6,0.1,0.1,0.4
Damian Jones,22,9.3,3.0,1.5,72.7,0.0,0.0,2.0,0.2,0.5,0.1,0.5
Damian Lillard,42,36.1,30.1,20.6,45.2,11.3,37.8,4.4,7.7,3.3,0.9,0.2
Damion Lee,43,19.1,6.7,5.0,45.3,3.7,38.4,3.3,1.4,0.5,0.6,0.1
Damyean Dotson,32,18.8,6.6,6.5,38.5,3.4,27.3,1.9,2.2,0.8,0.4,0.1
Daniel Gafford,31,12.4,4.7,2.8,69.0,0.0,0.0,3.3,0.5,0.7,0.4,1.1
Daniel Oturu,14,4.8,1.7,1.5,52.4,0.1,0.0,1.3,0.4,0.3,0.1,0.2
Daniel Theis,42,24.4,9.5,6.9,55.2,2.3,34.7,5.2,1.6,1.0,0.6,1.0
Danilo Gallinari,32,23.5,12.8,9.2,41.6,5.2,40.1,3.9,1.5,1.0,0.6,0.2
Danny Green,44,28.6,9.2,8.0,40.3,6.2,39.0,3.6,1.7,1.2,1.4,0.8
Dante Exum,6,19.4,3.8,4.3,38.5,1.8,18.2,2.8,2.2,1.2,0.7,0.3
Danuel House Jr.,27,28.0,9.7,8.3,41.3,4.6,36.0,4.1,2.0,0.9,0.6,0.5
Dario Saric,25,18.6,10.0,7.8,46.4,3.2,35.4,4.2,1.3,1.5,0.6,0.1
Darius Bazley,36,30.7,11.9,11.2,39.2,5.2,29.0,7.5,1.5,1.8,0.5,0.6
Darius Garland,35,33.1,16.6,14.4,44.2,4.4,40.6,2.2,5.9,3.0,1.1,0.1
Darius Miller,14,10.3,3.4,2.2,45.2,1.9,40.7,1.4,1.1,0.4,0.6,0.3
David Nwaba,30,22.6,9.2,7.3,48.6,2.1,27.0,3.9,1.0,0.6,1.0,0.7
Davis Bertans,35,24.7,10.8,8.2,38.9,7.3,38.2,2.9,0.9,0.6,0.6,0.2
De'Aaron Fox,43,34.7,24.1,18.4,47.5,5.5,33.2,3.4,7.3,3.2,1.3,0.4
De'Andre Hunter,20,31.2,16.0,11.2,50.2,4.4,35.6,5.1,2.1,1.4,0.9,0.5
De'Anthony Melton,29,19.8,9.8,7.9,47.2,3.9,42.5,3.4,2.8,1.2,1.3,0.6
DeAndre Jordan,43,22.7,7.5,4.4,77.1,0.0,0.0,7.4,1.7,1.5,0.3,1.3
DeAndre' Bembry,32,17.1,4.8,3.7,53.4,0.9,32.1,2.4,1.9,1.0,0.7,0.3
DeMar DeRozan,34,34.0,20.5,14.2,49.4,1.7,31.0,4.4,7.3,1.7,0.9,0.3
DeMarcus Cousins,25,20.2,9.6,8.4,37.6,4.6,33.6,7.6,2.4,1.6,0.8,0.7
Dean Wade,36,13.0,4.3,3.4,43.5,2.3,39.8,2.4,0.8,0.4,0.2,0.3
Deandre Ayton,43,30.5,14.7,10.4,60.8,0.4,23.5,10.9,1.5,1.7,0.4,1.1
Deividas Sirvydis,7,1.7,0.1,0.6,0.0,0.6,0.0,0.3,0.1,0.0,0.1,0.0
Dejounte Murray,40,31.3,15.5,14.2,45.0,3.1,31.1,7.0,5.1,1.7,1.5,0.1
Delon Wright,36,29.2,10.4,8.1,46.4,2.5,34.8,4.6,5.0,1.3,1.6,0.5
Deni Avdija,38,22.0,6.2,5.4,44.4,3.0,33.0,4.5,1.2,0.7,0.6,0.2
Dennis Schroder,40,31.5,15.0,12.0,43.1,3.2,31.7,3.5,4.7,2.5,1.0,0.2
Dennis Smith Jr.,19,18.4,6.9,6.7,39.8,2.7,33.3,2.6,3.5,1.2,1.1,0.7
Denzel Valentine,39,18.4,7.2,7.4,37.6,4.3,33.7,3.8,1.7,0.6,0.6,0.0
Derrick Favors,41,15.9,5.9,3.7,64.9,0.0,0.0,5.4,0.9,0.6,0.6,0.9
Derrick Jones Jr.,39,26.6,8.0,6.0,49.4,2.7,32.4,4.4,0.9,0.7,0.8,1.1
Derrick Rose,25,23.5,13.5,11.7,43.0,2.4,37.7,2.2,4.5,1.9,1.2,0.4
Derrick White,17,26.6,12.8,10.9,38.7,5.6,32.6,2.5,3.4,1.5,0.6,1.1
Desmond Bane,37,22.5,9.5,7.3,48.5,3.9,45.5,2.9,1.3,1.0,0.7,0.1
Devin Booker,39,33.7,25.1,18.8,49.5,5.7,35.0,4.1,4.7,3.3,0.9,0.3
Devin Vassell,34,17.4,5.4,4.6,41.0,2.4,41.3,3.1,1.1,0.4,0.9,0.3
Devon Dotson,1,9.5,4.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Devontae Cacok,8,5.4,2.3,1.6,69.2,0.0,0.0,1.5,0.1,0.3,0.5,0.1
Devonte' Graham,33,30.0,13.3,11.3,37.2,7.7,37.6,2.7,5.1,1.3,0.9,0.1
Dillon Brooks,38,29.2,16.0,15.2,39.5,5.7,31.9,3.0,2.6,2.0,1.3,0.4
Domantas Sabonis,43,36.1,20.1,14.6,52.2,2.6,30.6,11.2,6.2,3.4,1.2,0.6
Donovan Mitchell,41,33.9,25.4,20.2,43.0,8.7,38.4,4.6,5.5,3.0,1.0,0.3
Donte DiVincenzo,43,27.2,10.7,9.4,42.7,5.0,38.7,5.5,3.0,1.3,1.1,0.2
Dorian Finney-Smith,31,31.1,8.4,7.2,42.6,4.8,35.1,5.3,1.5,0.6,0.9,0.4
Doug McDermott,42,25.3,13.4,10.2,51.4,4.5,36.9,3.9,1.4,0.9,0.3,0.1
Draymond Green,38,30.0,6.1,5.8,39.7,1.9,24.3,6.6,8.4,2.8,1.4,0.8
Drew Eubanks,24,13.2,4.5,3.7,47.7,0.0,100,3.4,0.9,0.8,0.2,1.1
Duncan Robinson,44,33.0,12.5,10.0,41.6,8.5,38.2,3.8,1.7,1.2,0.6,0.2
Dwayne Bacon,44,24.9,9.9,9.0,39.9,3.0,33.3,2.8,1.1,0.7,0.5,0.1
Dwight Howard,44,17.3,6.6,4.5,56.6,0.3,28.6,8.2,0.8,1.8,0.4,0.9
Dwight Powell,29,14.7,4.8,3.0,50.0,0.4,23.1,3.4,0.8,0.6,0.5,0.3
Dylan Windler,30,16.9,5.3,4.3,43.1,2.6,33.3,3.5,1.1,1.0,0.6,0.4
E'Twaun Moore,24,14.5,4.3,4.3,42.2,1.2,27.6,1.8,1.5,0.8,0.6,0.2
Ed Davis,19,13.9,2.3,2.3,41.9,0.0,0.0,5.1,1.0,0.3,0.5,0.5
Edmond Sumner,30,11.9,5.4,3.9,50.9,1.5,38.6,1.3,0.5,0.8,0.5,0.1
Elfrid Payton,35,27.9,12.4,11.9,43.6,1.8,25.0,3.9,3.7,1.8,0.7,0.2
Elijah Hughes,8,4.1,2.4,2.1,35.3,1.5,33.3,0.8,0.5,0.5,0.1,0.1
Enes Kanter,43,26.6,12.1,8.4,59.8,0.0,0.0,11.6,1.3,1.2,0.5,0.7
Eric Bledsoe,42,29.2,11.3,9.8,41.6,4.7,36.4,3.4,3.7,1.5,0.7,0.3
Eric Gordon,27,29.2,17.8,13.6,43.3,7.8,32.9,2.1,2.6,1.9,0.5,0.5
Eric Paschall,37,17.4,9.5,7.6,49.3,1.3,30.6,3.2,1.3,1.1,0.3,0.2
Ersan Ilyasova,2,3.2,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0
Evan Fournier,26,30.3,19.7,14.2,46.1,7.2,38.8,2.9,3.7,2.1,1.0,0.3
Facundo Campazzo,38,17.8,5.0,4.2,37.3,2.9,34.5,1.3,2.8,0.9,1.0,0.2
Frank Jackson,14,12.4,4.9,4.3,41.7,2.1,40.0,1.3,0.8,0.7,0.3,0.0
Frank Kaminsky,32,15.1,6.6,5.4,47.1,2.0,40.6,3.7,1.6,0.5,0.3,0.4
Frank Mason,4,19.8,6.3,6.0,37.5,1.3,40.0,3.0,3.0,1.3,0.0,0.0
Frank Ntilikina,16,14.7,4.3,3.9,37.1,2.3,47.2,1.2,0.8,0.6,0.9,0.1
Fred VanVleet,39,36.8,20.1,16.6,39.6,8.9,37.6,4.3,6.4,1.9,1.8,0.7
Furkan Korkmaz,33,19.6,9.2,7.7,40.6,4.8,36.9,2.2,1.1,0.9,0.7,0.2
Gabe Vincent,29,14.4,5.9,5.4,38.6,3.4,29.3,1.2,1.3,0.8,0.4,0.1
Garrett Temple,35,27.9,8.5,7.4,42.5,3.8,34.3,3.1,2.0,1.0,0.9,0.5
Garrison Mathews,36,17.5,6.7,4.3,42.3,3.5,40.8,1.7,0.4,0.1,0.6,0.2
Gary Clark,35,18.2,3.4,3.7,30.5,3.1,28.7,3.2,0.9,0.5,0.3,0.2
Gary Harris,19,30.6,9.7,8.2,44.2,3.9,32.0,2.5,1.7,0.7,0.9,0.2
Gary Trent Jr.,41,30.8,15.0,12.8,41.4,7.4,39.7,2.2,1.4,0.8,0.9,0.1
George Hill,14,26.3,11.8,8.6,50.8,4.1,38.6,2.1,3.1,0.9,0.9,0.1
Georges Niang,43,13.6,5.2,4.6,41.7,3.3,37.9,2.1,0.7,0.6,0.3,0.1
Giannis Antetokounmpo,41,34.1,28.6,18.6,55.9,3.8,29.9,11.6,6.4,3.7,1.2,1.3
Glenn Robinson III,23,16.1,5.3,4.3,42.4,1.9,36.4,2.0,0.9,0.5,0.2,0.1
Goga Bitadze,24,9.6,4.0,3.3,46.8,1.1,18.5,2.3,0.3,0.4,0.2,1.0
Goran Dragic,28,27.0,13.9,11.3,44.1,4.6,34.9,3.3,4.9,2.7,0.6,0.2
Gordon Hayward,39,34.1,20.1,15.2,48.1,4.7,41.6,5.6,4.2,2.1,1.3,0.3
Gorgui Dieng,22,16.9,7.9,4.9,51.9,2.2,47.9,4.5,1.3,1.0,0.8,0.6
Grant Williams,36,18.3,5.0,4.0,45.1,2.1,41.9,3.0,0.9,0.8,0.5,0.4
Grayson Allen,29,24.7,9.9,7.7,41.7,5.0,40.4,3.2,2.1,1.0,1.0,0.2
Greg Whittington,4,3.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Hamidou Diallo,32,23.8,11.9,9.3,48.1,1.3,29.3,5.2,2.4,1.5,1.0,0.4
Harrison Barnes,41,36.0,16.1,11.0,49.2,4.2,36.3,6.6,3.7,1.5,0.7,0.2
Harry Giles III,23,11.8,3.0,2.8,40.6,0.4,33.3,4.9,0.9,0.7,0.2,0.4
Hassan Whiteside,28,14.9,8.0,6.2,55.5,0.0,0.0,6.0,0.6,1.1,0.2,1.4
Henry Ellenson,2,19.2,7.5,7.0,35.7,4.5,22.2,6.0,2.5,0.0,0.0,0.0
Ignas Brazdeikis,4,1.8,0.5,0.3,0.0,0.0,0.0,0.5,0.3,0.3,0.0,0.0
Iman Shumpert,2,5.5,1.0,2.0,25.0,1.5,0.0,0.5,0.0,0.5,0.5,0.0
Immanuel Quickley,39,19.8,12.7,10.1,39.5,5.1,37.5,2.2,2.3,1.0,0.5,0.2
Isaac Bonga,27,12.3,2.2,2.2,39.0,1.3,31.4,2.1,0.6,0.5,0.3,0.3
Isaac Okoro,39,32.3,8.0,7.2,41.8,2.8,30.6,2.8,1.8,1.4,1.1,0.5
Isaiah Hartenstein,30,9.1,3.5,2.7,51.3,0.0,0.0,2.8,0.5,0.7,0.4,0.7
Isaiah Joe,22,11.5,4.1,3.9,36.0,3.0,36.4,1.2,0.7,0.2,0.3,0.2
Isaiah Roby,38,22.9,9.0,6.6,52.0,1.6,33.9,5.5,1.7,1.6,0.9,0.7
Isaiah Stewart,41,19.1,6.2,4.7,57.2,0.3,42.9,5.9,0.8,0.9,0.6,1.0
Ish Smith,19,20.6,5.2,6.1,37.9,1.1,25.0,3.5,4.7,1.0,0.8,0.2
Ivica Zubac,45,20.8,8.6,5.0,67.3,0.0,0.0,7.0,1.2,1.0,0.4,0.8
JJ Redick,31,18.6,8.7,6.9,40.7,4.5,36.4,1.7,1.3,0.8,0.3,0.1
Ja Morant,33,31.5,19.1,15.8,43.7,3.6,22.9,3.4,7.5,2.9,0.9,0.2
JaKarr Sampson,15,6.5,2.6,2.1,46.9,0.3,20.0,1.9,0.1,0.4,0.1,0.2
JaMychal Green,32,19.4,8.7,6.9,45.0,3.7,40.3,5.4,0.8,1.0,0.5,0.3
JaVale McGee,33,15.2,8.0,6.5,52.1,0.6,25.0,5.2,1.0,1.4,0.5,1.2
Jabari Parker,3,9.1,2.7,2.3,57.1,0.3,0.0,2.0,0.3,1.0,0.0,0.3
Jaden McDaniels,37,20.1,5.5,5.2,41.1,2.8,34.3,3.4,1.0,0.7,0.5,1.0
Jae Crowder,40,27.7,10.3,8.5,41.1,6.3,39.0,5.0,2.0,0.9,0.9,0.3
Jae'Sean Tate,43,28.2,10.3,7.9,52.1,2.3,32.7,5.3,1.8,1.1,1.1,0.5
Jahlil Okafor,12,10.0,4.3,3.5,59.5,0.3,0.0,2.3,0.3,0.3,0.2,0.2
Jahmi'us Ramsey,5,3.4,1.4,1.0,60.0,0.6,33.3,0.8,0.2,0.2,0.0,0.2
Jake Layman,32,16.4,6.0,4.8,49.0,2.0,29.2,1.9,0.8,0.7,0.8,0.5
Jakob Poeltl,41,24.2,7.1,5.3,61.8,0.0,0.0,7.7,1.8,1.3,0.6,1.6
Jalen Brunson,38,24.5,12.3,8.5,53.1,3.1,39.8,3.6,3.3,1.3,0.5,0.0
Jalen Harris,4,3.5,0.8,1.0,25.0,0.5,50.0,0.8,0.5,0.3,0.3,0.0
Jalen Lecque,4,3.0,1.3,2.3,11.1,0.3,0.0,1.3,0.5,0.0,0.0,0.0
Jalen McDaniels,21,11.1,4.2,3.6,44.0,1.3,28.6,2.2,0.5,0.8,0.1,0.2
Jalen Smith,15,4.4,1.3,1.4,38.1,0.6,22.2,1.0,0.1,0.2,0.0,0.1
Jamal Murray,42,35.4,21.1,16.4,47.7,6.5,41.5,4.0,4.8,2.3,1.3,0.3
James Ennis III,27,21.6,7.4,5.0,49.3,2.2,43.3,4.0,1.3,0.9,0.8,0.2
James Harden,38,38.0,25.3,17.3,46.3,8.0,35.9,7.9,11.2,4.2,1.3,0.7
James Johnson,29,17.4,5.7,5.0,46.2,2.1,25.0,3.0,1.7,0.9,0.8,0.8
James Wiseman,30,21.0,11.8,9.5,51.9,1.0,35.5,5.9,0.7,1.5,0.3,1.0
Jared Dudley,11,6.9,0.5,0.6,28.6,0.5,40.0,1.7,0.5,0.2,0.1,0.1
Jared Harper,3,2.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Jarred Vanderbilt,42,18.2,5.6,3.7,61.1,0.0,50.0,5.6,1.4,1.0,1.0,0.7
Jarrell Brantley,13,2.7,1.2,1.0,46.2,0.7,44.4,0.5,0.2,0.1,0.2,0.1
Jarrett Allen,43,28.5,13.1,7.4,64.1,0.2,40.0,9.9,1.6,1.5,0.4,1.7
Jarrett Culver,22,18.3,6.5,6.1,41.5,1.7,21.6,4.1,0.8,1.1,0.6,0.3
Javonte Green,25,13.8,4.2,2.8,54.9,0.9,31.8,2.1,0.4,0.5,0.7,0.1
Jaxson Hayes,32,13.4,5.5,3.0,72.2,0.0,0.0,3.5,0.5,0.6,0.3,0.5
Jaylen Adams,7,2.6,0.3,1.1,12.5,0.3,0.0,0.4,0.3,0.0,0.0,0.0
Jaylen Brown,41,34.2,24.7,19.1,48.9,6.5,39.3,5.7,3.9,2.8,1.2,0.5
Jaylen Nowell,30,19.0,10.5,8.4,46.6,3.7,38.4,2.2,1.5,0.7,0.5,0.3
Jayson Tatum,38,35.5,24.8,20.3,44.5,7.1,37.6,6.8,4.3,2.5,1.3,0.5
Jeff Green,41,26.8,9.6,7.0,49.0,3.3,40.7,3.8,1.4,0.7,0.6,0.3
Jeff Teague,34,18.1,6.9,5.5,41.5,1.6,46.4,1.7,2.1,1.1,0.8,0.2
Jerami Grant,40,35.6,23.4,17.9,42.9,6.7,35.3,5.1,2.8,2.1,0.8,1.1
Jeremy Lamb,26,22.0,10.9,7.8,45.3,3.7,43.8,3.5,1.7,0.7,0.8,0.5
Jerome Robinson,13,17.0,5.2,5.2,32.8,2.4,29.0,2.5,1.4,0.8,0.5,0.2
Jevon Carter,34,9.5,2.8,2.8,37.9,1.9,32.8,1.1,1.1,0.2,0.4,0.2
Jimmy Butler,30,33.4,21.3,14.7,48.1,1.7,21.2,7.9,7.3,2.3,2.0,0.4
Joe Harris,45,30.7,14.4,10.2,51.4,6.8,48.5,3.4,1.7,0.8,0.6,0.2
Joe Ingles,39,26.8,12.1,7.8,53.8,5.5,49.1,3.7,4.2,1.5,0.6,0.2
Joel Embiid,31,32.6,29.9,18.0,52.5,2.9,42.2,11.5,3.3,3.2,1.2,1.4
John Collins,44,30.6,18.1,13.1,54.1,3.4,37.2,7.8,1.3,1.3,0.5,1.1
John Konchar,21,15.2,4.0,3.2,44.1,1.2,36.0,3.3,1.1,0.4,0.9,0.2
John Wall,29,31.8,21.0,18.0,41.4,6.1,32.8,3.4,6.3,3.3,0.9,0.7
Jonas Valanciunas,36,27.6,15.9,11.6,55.7,1.0,31.4,12.4,1.7,1.9,0.6,0.7
Jontay Porter,1,3.3,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
Jordan Bell,3,16.6,3.3,5.0,33.3,0.7,0.0,5.3,1.7,1.0,0.3,1.0
Jordan Bone,14,14.0,4.0,3.9,42.6,2.3,31.3,1.7,1.3,0.2,0.1,0.0
Jordan Clarkson,43,25.7,17.2,14.8,42.5,8.6,35.5,3.9,2.2,1.8,0.9,0.2
Jordan McLaughlin,24,19.4,5.4,5.9,37.6,1.9,34.8,2.3,4.7,1.1,1.0,0.2
Jordan Nwora,12,7.3,4.5,3.3,46.2,1.3,50.0,1.3,0.0,0.9,0.3,0.3
Jordan Poole,23,16.0,10.8,7.7,48.3,4.3,38.0,1.6,1.4,0.6,0.3,0.1
Josh Green,21,10.9,2.2,2.0,44.2,0.6,16.7,1.9,0.5,0.6,0.2,0.0
Josh Hall,7,7.3,1.7,2.6,22.2,1.1,12.5,1.3,1.0,0.6,0.0,0.0
Josh Hart,43,28.3,9.1,7.3,44.6,4.0,32.8,7.6,2.2,0.9,0.9,0.2
Josh Jackson,39,24.9,13.1,11.2,42.2,4.1,28.0,4.2,2.1,2.2,0.9,0.8
