Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Johnathan Motley,13,3.2,2.2,1.2,73.3,0.1,100,0.8,0.6,0.4,0.2,0.0
Johnathan Williams,15,12.0,3.0,2.3,55.9,0.1,0.0,4.3,0.5,0.3,0.1,0.5
Jonah Bolden,7,6.7,1.4,1.6,36.4,0.6,0.0,1.3,0.0,0.3,0.4,0.3
Jonas Valanciunas,70,26.4,14.9,10.6,58.5,1.3,35.2,11.3,1.9,1.8,0.4,1.1
Jonathan Isaac,34,28.8,11.9,9.8,47.0,2.8,34.0,6.8,1.4,1.4,1.6,2.3
Jordan Bell,29,8.8,3.2,2.3,52.2,0.4,33.3,2.8,0.6,0.7,0.1,0.3
Jordan Bone,10,5.3,1.2,2.0,25.0,1.0,20.0,0.4,0.8,0.2,0.1,0.0
Jordan Clarkson,71,24.0,15.2,12.2,45.4,5.8,36.8,2.6,1.9,1.4,0.6,0.2
Jordan McLaughlin,30,19.7,7.6,5.9,48.9,2.5,38.2,1.6,4.2,1.0,1.1,0.1
Jordan McRae,37,21.2,11.5,9.9,40.7,3.4,35.7,3.4,2.5,1.2,0.6,0.4
Jordan Poole,57,22.3,8.8,8.8,33.3,4.6,27.9,2.1,2.4,1.3,0.6,0.2
Josh Gray,2,11.4,1.0,1.0,50.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0
Josh Hart,65,27.0,10.1,8.2,42.3,5.4,34.2,6.5,1.7,1.2,1.0,0.4
Josh Jackson,22,17.3,9.0,7.2,44.0,3.3,31.9,3.0,1.6,1.3,0.8,0.4
Josh Magette,8,4.7,1.5,1.9,33.3,0.5,25.0,0.8,0.6,0.6,0.4,0.1
Josh Okogie,62,25.0,8.6,6.4,42.7,2.5,26.6,4.3,1.6,1.4,1.1,0.4
Josh Reaves,4,7.1,2.0,2.3,33.3,0.5,0.0,0.8,0.8,0.0,0.0,0.0
Josh Richardson,55,30.8,13.7,11.7,43.0,4.5,34.1,3.2,2.9,1.9,0.9,0.7
Jrue Holiday,61,34.7,19.1,16.5,45.5,5.7,35.3,4.8,6.7,3.0,1.6,0.8
Juan Toscano-Anderson,13,20.9,5.3,4.8,46.0,1.8,34.8,4.0,2.0,1.2,1.0,0.4
Juancho Hernangomez,48,17.4,6.0,5.1,40.5,2.7,34.1,4.1,0.8,0.7,0.4,0.2
Julius Randle,64,32.5,19.5,15.7,46.0,3.6,27.7,9.7,3.1,3.0,0.8,0.3
Justin Anderson,10,10.7,2.8,3.8,26.3,2.9,20.7,2.1,0.8,0.4,0.0,0.6
Justin Holiday,73,25.0,8.3,6.7,42.8,4.5,40.5,3.3,1.3,0.6,1.2,0.6
Justin Jackson,65,16.1,5.5,5.2,39.6,2.5,29.4,2.4,0.8,0.2,0.2,0.2
Justin James,36,6.5,2.5,2.3,41.7,0.8,31.0,0.9,0.5,0.2,0.2,0.3
Justin Patton,5,4.8,1.8,2.0,40.0,0.8,25.0,1.0,0.4,0.4,0.0,0.0
Justin Robinson,9,5.4,1.4,1.3,41.7,0.6,60.0,0.6,0.8,0.3,0.0,0.1
Justin Wright-Foreman,4,11.3,4.8,5.0,35.0,2.5,20.0,1.3,1.8,0.8,0.5,0.0
Justise Winslow,11,32.0,11.3,11.7,38.8,2.5,22.2,6.6,4.0,2.2,0.6,0.5
Jusuf Nurkic,8,31.6,17.6,13.6,49.5,1.3,20.0,10.3,4.0,2.4,1.4,2.0
Juwan Morgan,21,6.4,1.7,1.2,57.7,0.4,37.5,1.4,0.3,0.3,0.0,0.1
KZ Okpala,5,5.2,1.4,1.0,60.0,0.2,0.0,1.0,0.2,0.2,0.4,0.2
Kadeem Allen,10,11.7,5.0,4.4,43.2,1.6,31.3,0.9,2.1,0.8,0.5,0.2
Karl-Anthony Towns,35,33.9,26.5,17.8,50.8,7.9,41.2,10.8,4.4,3.1,0.9,1.2
Kawhi Leonard,57,32.4,27.1,19.9,47.0,5.7,37.8,7.1,4.9,2.6,1.8,0.6
Keita Bates-Diop,44,16.9,6.5,5.3,42.7,2.3,33.0,2.9,0.7,0.4,0.4,0.5
Kelan Martin,31,16.0,6.4,5.8,39.2,3.1,26.0,3.1,0.7,0.6,0.2,0.3
Keldon Johnson,17,17.7,9.1,5.2,59.6,1.3,59.1,3.4,0.9,0.8,0.8,0.1
Kelly Olynyk,67,19.4,8.2,5.9,46.2,3.5,40.6,4.6,1.7,1.1,0.7,0.3
Kelly Oubre Jr.,56,34.5,18.7,14.8,45.2,5.5,35.2,6.4,1.5,1.5,1.3,0.7
Kemba Walker,56,31.1,20.4,15.9,42.5,8.4,38.1,3.9,4.8,2.1,0.9,0.5
Kendrick Nunn,67,29.3,15.3,13.6,43.9,5.8,35.0,2.7,3.3,1.7,0.8,0.2
Kenrich Williams,39,21.3,3.5,3.8,34.7,2.5,25.8,4.8,1.5,0.6,0.7,0.5
Kent Bazemore,68,24.8,8.8,7.9,37.5,3.6,34.4,4.3,1.4,1.3,1.1,0.6
Kentavious Caldwell-Pope,69,25.5,9.3,7.3,46.7,3.5,38.5,2.1,1.6,0.9,0.8,0.2
Kevin Hervey,10,5.2,1.7,2.7,25.9,2.0,15.0,1.2,0.5,0.0,0.1,0.1
Kevin Huerter,56,31.4,12.2,10.9,41.3,6.0,38.0,4.1,3.8,1.6,0.9,0.5
Kevin Knox II,65,17.9,6.4,6.2,35.9,3.1,32.7,2.8,0.9,0.7,0.4,0.4
Kevin Love,56,31.8,17.6,13.0,45.0,7.0,37.4,9.8,3.2,2.5,0.6,0.3
Kevin Porter Jr.,50,23.2,10.0,8.4,44.2,3.2,33.5,3.2,2.2,1.9,0.9,0.3
Kevon Looney,20,13.1,3.4,4.0,36.7,0.7,7.1,3.3,1.0,0.6,0.6,0.3
Khem Birch,48,19.2,4.4,3.0,51.0,0.0,0.0,4.6,1.0,0.6,0.4,0.5
Khris Middleton,62,29.9,20.9,15.3,49.7,5.7,41.5,6.2,4.3,2.2,0.9,0.1
Khyri Thomas,8,7.7,2.1,2.1,29.4,1.8,35.7,0.1,0.4,0.4,0.4,0.0
Kostas Antetokounmpo,5,4.0,1.4,0.6,100,0.0,0.0,0.6,0.4,0.2,0.0,0.0
Kris Dunn,51,24.9,7.3,6.7,44.4,2.2,25.9,3.6,3.4,1.3,2.0,0.3
Kristaps Porzingis,57,31.8,20.4,16.4,42.7,7.1,35.2,9.5,1.8,1.6,0.7,2.0
Ky Bowman,45,22.6,7.4,7.1,41.7,2.4,30.8,2.7,2.9,1.6,1.0,0.2
Kyle Alexander,2,6.7,1.0,1.0,50.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0
Kyle Anderson,67,19.8,5.8,4.9,47.4,1.3,28.2,4.3,2.4,1.0,0.8,0.6
Kyle Guy,3,3.2,1.3,1.7,40.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0
Kyle Korver,58,16.6,6.7,5.1,43.0,4.1,41.8,2.1,1.2,0.8,0.4,0.2
Kyle Kuzma,61,25.0,12.8,11.0,43.6,4.5,31.6,4.5,1.3,1.5,0.5,0.4
Kyle Lowry,58,36.2,19.4,13.8,41.6,8.0,35.2,5.0,7.5,3.1,1.4,0.4
Kyle O'Quinn,29,10.8,3.5,2.9,49.4,0.9,25.9,4.0,1.8,0.7,0.2,0.8
Kyrie Irving,20,32.9,27.4,20.8,47.8,7.1,39.4,5.2,6.4,2.6,1.4,0.5
LaMarcus Aldridge,53,33.1,18.9,15.0,49.3,3.0,38.9,7.4,2.4,1.4,0.7,1.6
Lance Thomas,7,14.0,3.4,3.3,34.8,1.9,30.8,1.9,0.9,0.9,0.0,0.0
Landry Shamet,53,27.4,9.3,7.4,40.4,5.6,37.5,1.9,1.9,0.8,0.4,0.2
Langston Galloway,66,25.8,10.3,8.2,43.5,5.0,39.9,2.3,1.5,0.6,0.7,0.2
Larry Nance Jr.,56,26.3,10.1,7.7,53.1,2.8,35.2,7.3,2.2,1.1,1.0,0.4
Lauri Markkanen,50,29.8,14.7,11.8,42.5,6.3,34.4,6.3,1.5,1.6,0.8,0.5
LeBron James,67,34.6,25.3,19.4,49.3,6.3,34.8,7.8,10.2,3.9,1.2,0.5
Lonnie Walker IV,61,16.2,6.4,5.9,42.6,1.7,40.6,2.3,1.1,0.7,0.5,0.2
Lonzo Ball,63,32.1,11.8,10.9,40.3,6.3,37.5,6.1,7.0,3.1,1.4,0.6
Lou Williams,65,28.7,18.2,14.4,41.8,4.8,35.2,3.1,5.6,2.8,0.7,0.2
Louis King,10,6.2,2.0,2.1,38.1,1.1,36.4,1.0,0.5,0.2,0.2,0.0
Luc Mbah a Moute,3,8.2,1.7,1.7,40.0,0.7,0.0,0.7,0.0,0.3,0.7,0.0
Luguentz Dort,36,22.8,6.8,6.1,39.4,2.8,29.7,2.3,0.8,0.6,0.9,0.1
Luka Doncic,61,33.6,28.8,20.6,46.3,8.9,31.6,9.4,8.8,4.3,1.0,0.2
Luka Samanic,3,16.1,5.3,5.3,31.3,2.7,37.5,3.3,2.0,0.7,0.0,0.7
Luke Kennard,28,32.9,15.8,12.2,44.2,6.5,39.9,3.5,4.1,1.5,0.4,0.2
Luke Kornet,36,15.5,6.0,5.2,43.9,3.0,28.7,2.3,0.9,0.4,0.3,0.7
Malcolm Brogdon,54,30.9,16.5,13.8,43.8,4.3,32.6,4.9,7.1,2.4,0.6,0.2
Malcolm Miller,28,5.8,1.3,1.0,41.4,0.8,36.4,0.6,0.4,0.1,0.2,0.1
Malik Beasley,55,22.0,11.2,9.7,42.5,5.0,38.8,2.7,1.4,1.0,0.7,0.1
Malik Monk,55,21.3,10.3,8.9,43.4,3.7,28.4,2.9,2.1,1.4,0.5,0.3
Malik Newman,1,3.7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Marc Gasol,44,26.4,7.5,6.3,42.7,3.4,38.5,6.3,3.3,1.3,0.8,0.9
Marco Belinelli,57,15.5,6.3,5.5,39.2,3.1,37.6,1.7,1.2,0.3,0.2,0.0
Marcus Morris Sr.,62,31.2,16.7,13.1,43.8,5.6,40.8,5.0,1.4,1.6,0.8,0.5
Marcus Smart,60,32.0,12.9,11.4,37.5,6.6,34.7,3.8,4.9,1.7,1.7,0.5
Marial Shayok,4,7.0,2.8,3.0,25.0,1.5,33.3,1.8,0.3,0.8,0.0,0.3
Mario Hezonja,53,16.4,4.8,4.1,42.2,1.5,30.8,3.5,0.9,0.8,0.7,0.2
Markelle Fultz,72,27.7,12.1,10.7,46.5,1.9,26.7,3.3,5.1,2.0,1.3,0.2
Markieff Morris,58,20.5,9.7,7.9,44.3,3.9,38.6,3.8,1.3,1.3,0.5,0.3
Marko Guduric,44,11.0,3.9,3.6,39.5,1.9,30.1,1.7,1.0,0.8,0.3,0.2
Marques Bolden,1,2.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Marquese Chriss,59,20.3,9.3,6.5,54.5,0.7,20.5,6.2,1.9,1.3,0.7,1.1
Marvin Bagley III,13,25.7,14.2,12.8,46.7,1.7,18.2,7.5,0.8,1.4,0.5,0.9
Marvin Williams,58,19.5,5.9,4.6,44.6,2.7,35.9,3.2,1.0,0.6,0.6,0.5
Mason Plumlee,61,17.3,7.2,4.7,61.5,0.1,0.0,5.2,2.5,1.3,0.5,0.6
Matisse Thybulle,65,19.8,4.7,4.1,42.3,2.4,35.7,1.6,1.2,0.8,1.4,0.7
Matt Mooney,4,4.7,0.5,1.0,25.0,0.5,0.0,0.8,0.3,0.0,0.5,0.3
Matt Thomas,41,10.7,4.9,3.7,48.7,2.4,47.5,1.5,0.5,0.4,0.2,0.0
Matthew Dellavedova,57,14.4,3.1,3.1,35.4,1.6,23.1,1.3,3.2,1.0,0.4,0.0
Maurice Harkless,62,23.0,5.8,4.6,50.2,1.6,34.7,3.9,1.1,0.9,0.9,0.5
Max Strus,2,3.1,2.5,1.5,66.7,0.5,0.0,0.5,0.0,0.0,0.0,0.0
Maxi Kleber,74,25.5,9.1,6.9,46.1,4.3,37.3,5.2,1.2,0.8,0.3,1.1
Melvin Frazier Jr.,19,6.6,2.1,1.8,44.1,0.8,50.0,0.5,0.2,0.3,0.5,0.1
Meyers Leonard,51,20.3,6.1,4.6,50.9,2.5,41.4,5.1,1.1,0.8,0.3,0.3
Mfiondu Kabengele,12,5.4,3.5,2.7,43.8,1.7,45.0,0.9,0.2,0.2,0.2,0.2
Michael Carter-Williams,45,18.5,7.2,5.8,42.7,1.7,29.3,3.3,2.4,1.2,1.1,0.5
Michael Frazier II,13,11.1,2.1,2.2,24.1,1.8,17.4,0.8,0.2,0.4,0.2,0.0
Michael Kidd-Gilchrist,25,11.2,2.4,2.6,33.3,0.8,25.0,2.7,0.6,0.6,0.1,0.2
Michael Porter Jr.,55,16.4,9.3,7.0,50.9,2.7,42.2,4.7,0.8,0.9,0.5,0.5
Mikal Bridges,73,28.0,9.1,6.6,51.0,2.7,36.1,4.0,1.8,1.0,1.4,0.6
Mike Conley,47,29.0,14.4,12.1,40.9,5.4,37.5,3.2,4.4,2.0,0.8,0.1
Mike Muscala,47,12.2,4.8,4.0,40.7,3.0,37.8,2.3,0.9,0.4,0.2,0.3
Mike Scott,68,17.8,6.0,5.1,42.6,3.2,36.9,3.6,0.8,0.4,0.3,0.1
Miles Bridges,65,30.7,13.0,11.6,42.4,4.6,33.0,5.6,1.8,1.5,0.6,0.7
Mitchell Robinson,61,23.2,9.7,5.6,74.2,0.0,0.0,7.0,0.6,0.6,0.9,2.0
Miye Oni,10,10.9,3.5,3.2,37.5,1.9,36.8,1.7,0.4,0.4,0.4,0.2
Mo Bamba,62,14.2,5.4,4.6,46.2,1.7,34.6,4.9,0.7,0.7,0.4,1.4
Monte Morris,73,22.4,9.0,7.8,45.9,2.4,37.8,1.9,3.5,0.7,0.8,0.2
Montrezl Harrell,63,27.8,18.6,12.9,58.0,0.3,0.0,7.1,1.7,1.7,0.6,1.1
Moritz Wagner,45,18.6,8.7,5.9,54.5,1.8,31.3,4.9,1.2,1.5,0.6,0.4
Moses Brown,9,3.6,1.2,1.1,40.0,0.0,0.0,1.6,0.1,0.3,0.1,0.1
Mychal Mulder,7,29.1,11.0,9.6,38.8,7.4,30.8,3.3,1.1,0.7,0.3,0.1
Myles Turner,62,29.4,12.1,9.5,45.7,4.0,34.4,6.6,1.2,1.4,0.7,2.1
Nassir Little,48,11.9,3.6,3.1,43.0,1.2,23.7,2.3,0.5,0.3,0.3,0.3
Naz Mitrou-Long,5,9.4,2.8,3.4,35.3,2.4,16.7,1.4,1.6,0.6,0.2,0.2
Naz Reid,30,16.5,9.0,8.1,41.2,3.2,33.0,4.1,1.2,0.7,0.6,0.7
Nemanja Bjelica,72,27.9,11.5,9.1,48.1,4.4,41.9,6.4,2.8,1.4,0.9,0.6
Nerlens Noel,61,18.5,7.4,4.4,68.4,0.0,33.3,4.9,0.9,1.1,1.0,1.5
Nickeil Alexander-Walker,47,12.6,5.7,5.7,36.8,2.8,34.6,1.8,1.9,1.1,0.4,0.2
Nicolas Batum,22,23.0,3.6,3.7,34.6,2.2,28.6,4.5,3.0,1.0,0.8,0.4
Nicolas Claxton,15,12.5,4.4,3.2,56.3,0.5,14.3,2.9,1.1,0.6,0.1,0.5
Nicolo Melli,60,17.4,6.6,5.4,42.1,3.4,33.5,3.0,1.4,0.8,0.6,0.4
Nigel Williams-Goss,10,5.0,1.4,1.6,31.3,0.7,28.6,0.6,0.6,0.3,0.3,0.1
Nikola Jokic,73,32.0,19.9,14.7,52.8,3.5,31.4,9.7,7.0,3.1,1.2,0.6
Nikola Vucevic,62,32.2,19.6,16.7,47.7,4.7,33.9,10.9,3.6,1.4,0.9,0.8
Noah Vonleh,36,10.5,3.7,2.6,56.5,0.4,20.0,3.4,0.8,0.6,0.3,0.2
Norman Powell,52,28.4,16.0,11.5,49.5,5.3,39.9,3.7,1.8,1.5,1.2,0.4
Norvel Pelle,24,9.7,2.4,2.0,52.1,0.0,0.0,3.0,0.3,0.8,0.1,1.3
OG Anunoby,69,29.9,10.6,8.2,50.5,3.3,39.0,5.3,1.6,1.1,1.4,0.7
Omari Spellman,49,18.1,7.6,6.0,43.1,2.2,39.1,4.5,1.0,1.1,0.7,0.5
Oshae Brissett,19,7.1,1.9,1.9,36.1,0.8,20.0,1.4,0.4,0.4,0.2,0.1
Otto Porter Jr.,14,23.6,11.9,10.0,44.3,4.4,38.7,3.4,1.8,0.8,1.1,0.4
P.J. Tucker,72,34.3,6.9,5.9,41.5,4.2,35.8,6.6,1.6,1.0,1.1,0.5
P.J. Washington,58,30.3,12.2,10.2,45.5,4.0,37.4,5.4,2.1,1.6,0.9,0.8
PJ Dozier,29,14.2,5.8,5.4,41.4,1.7,34.7,1.9,2.2,0.9,0.5,0.2
Pascal Siakam,60,35.2,22.9,18.4,45.3,6.1,35.9,7.3,3.5,2.5,1.0,0.9
Pat Connaughton,67,18.6,5.4,4.5,45.5,2.5,33.1,4.2,1.6,0.8,0.4,0.5
Patrick Beverley,51,26.3,7.9,6.7,43.1,4.0,38.8,5.2,3.6,1.3,1.1,0.5
Patrick McCaw,37,24.5,4.6,4.4,41.4,1.9,32.4,2.3,2.1,0.8,1.1,0.1
Patrick Patterson,59,13.2,4.9,3.9,40.8,2.9,39.0,2.6,0.7,0.4,0.1,0.1
Patty Mills,66,22.5,11.6,9.1,43.1,6.1,38.2,1.6,1.8,0.8,0.8,0.1
Paul George,48,29.6,21.5,16.3,43.9,7.9,41.2,5.7,3.9,2.6,1.4,0.4
Paul Millsap,51,24.3,11.6,8.6,48.2,2.4,43.5,5.7,1.6,1.4,0.9,0.6
Paul Watson,10,8.7,3.1,2.6,38.5,1.2,33.3,1.7,0.8,0.3,0.4,0.1
Quinn Cook,44,11.5,5.1,4.9,42.5,1.9,36.5,1.2,1.1,0.8,0.3,0.0
Quinndary Weatherspoon,11,7.1,1.1,1.5,29.4,0.5,20.0,0.6,1.0,0.5,0.3,0.1
RJ Barrett,56,30.4,14.3,13.0,40.2,3.5,32.0,5.0,2.6,2.2,1.0,0.3
Rajon Rondo,48,20.5,7.1,6.8,41.8,2.6,32.8,3.0,5.0,1.9,0.8,0.0
Raul Neto,54,12.4,5.1,4.1,45.5,1.6,38.6,1.1,1.8,0.9,0.4,0.1
Rayjon Tucker,20,8.1,3.1,2.2,46.5,0.9,17.6,1.0,0.3,0.4,0.1,0.1
Reggie Bullock,29,23.6,8.1,7.7,40.2,3.8,33.3,2.3,1.4,0.7,0.9,0.1
Reggie Jackson,31,24.0,11.9,10.5,41.1,4.7,39.3,3.0,4.1,1.6,0.4,0.2
Richaun Holmes,44,28.2,12.3,7.8,64.8,0.0,0.0,8.1,1.0,1.2,0.9,1.3
Ricky Rubio,65,31.0,13.0,10.6,41.5,3.3,36.1,4.7,8.8,2.7,1.4,0.2
Robert Covington,70,30.5,12.4,10.3,42.2,6.9,33.5,6.6,1.3,1.5,1.6,1.3
Robert Williams III,29,13.4,5.2,3.0,72.7,0.0,0.0,4.4,0.9,0.7,0.8,1.2
Robin Lopez,66,14.5,5.4,4.5,49.2,1.6,33.3,2.4,0.7,1.0,0.2,0.7
Rodions Kurucs,47,14.5,4.6,3.8,44.6,1.9,36.7,2.9,1.1,1.0,0.5,0.1
Rodney Hood,21,29.5,11.0,8.2,50.6,3.4,49.3,3.4,1.5,0.9,0.8,0.2
Rodney McGruder,56,15.6,3.3,3.2,39.8,1.6,27.0,2.7,0.6,0.4,0.5,0.1
Romeo Langford,32,11.6,2.5,2.5,35.0,0.8,18.5,1.3,0.4,0.3,0.3,0.3
Rondae Hollis-Jefferson,60,18.7,7.0,5.5,47.1,0.4,13.0,4.7,1.8,1.0,0.8,0.4
Royce O'Neale,71,28.9,6.3,5.1,43.3,3.4,37.7,5.5,2.5,0.9,0.8,0.5
Rudy Gay,67,21.8,10.8,8.9,44.6,3.3,33.6,5.4,1.7,1.3,0.5,0.5
Rudy Gobert,68,34.3,15.1,8.2,69.3,0.0,0.0,13.5,1.5,1.9,0.8,2.0
Rui Hachimura,48,30.1,13.5,11.4,46.6,1.8,28.7,6.1,1.8,1.1,0.8,0.2
Russell Westbrook,57,36.0,27.2,22.5,47.2,3.7,25.8,7.9,7.0,4.5,1.6,0.4
Ryan Anderson,2,7.0,2.5,3.5,28.6,2.5,20.0,3.5,1.0,0.5,0.5,0.0
Ryan Arcidiacono,58,16.0,4.5,3.8,40.9,2.4,39.1,1.9,1.7,0.6,0.5,0.1
Ryan Broekhoff,17,10.6,4.2,3.5,37.3,3.0,39.2,2.5,0.6,0.4,0.3,0.2
Sekou Doumbouya,38,19.8,6.4,6.2,39.0,2.6,28.6,3.1,0.5,0.9,0.5,0.2
Semi Ojeleye,69,14.6,3.4,2.8,40.8,1.8,37.8,2.1,0.5,0.3,0.3,0.1
Serge Ibaka,55,27.0,15.4,12.2,51.2,3.3,38.5,8.2,1.4,2.0,0.5,0.8
Seth Curry,64,24.6,12.4,9.0,49.5,5.0,45.2,2.3,1.9,1.0,0.6,0.1
Shabazz Napier,56,24.0,10.3,8.1,41.2,4.3,31.7,2.8,4.7,2.3,1.2,0.2
Shai Gilgeous-Alexander,70,34.7,19.0,14.5,47.1,3.6,34.7,5.9,3.3,1.9,1.1,0.7
Shake Milton,40,20.1,9.4,6.9,48.4,3.4,43.0,2.2,2.6,1.2,0.5,0.2
Shamorie Ponds,4,2.6,2.3,1.3,60.0,0.5,50.0,0.3,0.5,0.0,0.0,0.3
Shaquille Harrison,43,11.3,4.9,3.8,46.7,1.0,38.1,2.0,1.1,0.4,0.8,0.4
Sindarius Thornwell,2,17.7,8.0,5.5,54.5,2.0,50.0,2.0,2.0,1.0,0.5,0.5
Skal Labissiere,33,17.2,5.8,4.5,55.1,0.4,23.1,5.1,1.3,0.9,0.2,0.9
Solomon Hill,59,18.4,5.5,4.7,39.6,2.9,36.8,2.8,1.8,0.9,0.7,0.2
Spencer Dinwiddie,64,31.2,20.6,16.0,41.5,6.3,30.8,3.5,6.8,2.7,0.6,0.3
Stanley Johnson,25,6.0,2.4,2.4,37.3,1.0,29.2,1.5,0.8,0.6,0.2,0.2
Stanton Kidd,4,3.8,0.0,0.8,0.0,0.3,0.0,0.8,0.3,0.5,0.0,0.0
Stephen Curry,5,27.9,20.8,16.4,40.2,9.8,24.5,5.2,6.6,3.2,1.0,0.4
Sterling Brown,52,14.7,5.1,4.9,37.1,2.6,32.4,3.5,1.0,0.8,0.6,0.1
Steven Adams,63,26.7,10.9,7.6,59.2,0.0,33.3,9.3,2.3,1.5,0.8,1.1
Svi Mykhailiuk,56,22.6,9.0,7.2,41.0,5.1,40.4,1.9,1.9,1.1,0.7,0.1
T.J. Leaf,28,7.9,3.0,3.1,41.9,0.6,27.8,2.5,0.3,0.3,0.4,0.1
T.J. McConnell,71,18.7,6.5,5.8,51.6,0.2,29.4,2.7,5.0,1.4,0.8,0.2
T.J. Warren,67,32.9,19.8,14.9,53.6,3.4,40.3,4.2,1.5,1.3,1.2,0.5
Tacko Fall,7,4.6,3.3,2.0,78.6,0.0,0.0,2.1,0.1,0.4,0.1,0.6
Taj Gibson,62,16.5,6.1,4.6,58.4,0.2,28.6,4.3,0.8,0.8,0.4,0.5
Talen Horton-Tucker,6,13.5,5.7,5.0,46.7,2.2,30.8,1.2,1.0,1.0,1.3,0.2
Tariq Owens,3,5.1,1.3,1.7,20.0,0.7,0.0,1.0,0.0,0.0,0.3,0.0
Taurean Prince,64,29.0,12.1,11.5,37.6,6.7,33.9,6.0,1.8,2.0,0.9,0.4
Terance Mann,41,8.8,2.4,1.9,46.8,0.5,35.0,1.3,1.3,0.4,0.3,0.1
Terence Davis,72,16.8,7.5,6.1,45.6,3.4,38.8,3.3,1.6,1.1,0.5,0.2
Terrance Ferguson,56,22.5,3.9,3.9,35.5,3.0,29.2,1.3,0.9,0.6,0.5,0.3
Terrence Ross,69,27.4,14.7,12.3,40.3,7.3,35.1,3.2,1.2,1.0,1.1,0.3
Terry Rozier,63,34.4,18.0,14.9,42.3,6.7,40.7,4.4,4.1,2.2,1.0,0.2
Thabo Sefolosha,41,10.6,2.2,2.2,40.7,1.3,27.8,2.3,0.6,0.4,0.6,0.3
Thaddeus Young,64,24.9,10.3,9.4,44.8,3.5,35.6,4.9,1.8,1.6,1.4,0.4
Thanasis Antetokounmpo,20,6.4,2.8,2.4,50.0,0.5,0.0,1.2,0.8,0.6,0.4,0.1
Theo Pinson,33,11.1,3.6,4.7,29.0,2.4,18.8,1.6,1.7,1.0,0.5,0.1
Thomas Bryant,46,24.9,13.2,9.1,58.1,2.0,40.7,7.2,1.8,1.2,0.5,1.1
Thon Maker,60,12.9,4.7,3.2,48.2,1.1,34.4,2.8,0.7,0.8,0.4,0.7
Tim Frazier,27,13.1,3.6,3.5,36.2,1.1,33.3,1.2,3.4,1.3,0.5,0.1
Tim Hardaway Jr.,71,29.5,15.8,12.5,43.4,7.2,39.8,3.3,1.9,1.0,0.6,0.1
Timothe Luwawu-Cabarrot,47,18.1,7.8,5.7,43.5,3.4,38.8,2.7,0.6,0.8,0.4,0.1
Tobias Harris,72,34.3,19.6,16.3,47.1,5.0,36.7,6.9,3.2,1.4,0.7,0.6
Tomas Satoransky,65,28.9,9.9,8.5,43.0,3.1,32.2,3.9,5.4,2.0,1.2,0.1
Tony Bradley,58,11.4,4.9,3.3,66.7,0.1,100,4.6,0.4,0.5,0.2,0.6
Tony Snell,59,27.8,8.0,6.5,44.5,4.3,40.2,1.9,2.2,0.5,0.5,0.3
Torrey Craig,58,18.5,5.4,4.6,46.1,2.4,32.6,3.3,0.8,0.4,0.4,0.6
Trae Young,60,35.3,29.6,20.8,43.7,9.5,36.1,4.3,9.3,4.8,1.1,0.1
Tremont Waters,11,10.8,3.6,4.5,28.6,2.2,16.7,1.1,1.5,1.4,0.9,0.2
Treveon Graham,55,16.9,4.4,4.4,36.0,2.2,27.5,2.7,0.8,0.5,0.4,0.1
Trevor Ariza,53,28.2,8.0,6.1,43.8,3.9,37.2,4.6,1.7,1.1,1.3,0.3
Trey Burke,33,15.8,7.4,6.3,45.0,2.3,42.7,1.5,2.5,0.6,0.5,0.1
Trey Lyles,63,20.2,6.4,5.4,44.6,2.7,38.7,5.7,1.1,0.6,0.4,0.4
Tristan Thompson,57,30.2,12.0,9.9,51.2,0.4,39.1,10.1,2.1,1.8,0.6,0.9
Troy Brown Jr.,69,25.8,10.4,9.0,43.9,2.6,34.1,5.6,2.6,1.1,1.2,0.1
Troy Daniels,47,11.3,4.3,4.0,38.7,2.8,34.8,1.1,0.4,0.3,0.2,0.1
Ty Jerome,31,10.6,3.3,3.6,33.6,1.6,28.0,1.5,1.4,0.6,0.5,0.1
Tyler Cook,13,4.2,1.8,0.9,66.7,0.0,0.0,1.1,0.1,0.2,0.2,0.0
Tyler Herro,55,27.4,13.5,11.5,42.8,5.4,38.9,4.1,2.2,1.6,0.6,0.2
Tyler Johnson,39,18.2,7.0,6.4,38.8,3.1,31.9,1.9,1.9,0.7,0.4,0.2
Tyler Zeller,2,1.9,1.0,2.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tyrone Wallace,14,11.5,2.9,3.1,31.8,1.1,6.7,1.6,0.9,0.7,0.5,0.1
Tyson Chandler,26,8.4,1.3,0.7,77.8,0.0,0.0,2.5,0.2,0.3,0.2,0.3
Tyus Jones,65,19.0,7.4,6.6,45.9,1.9,37.9,1.6,4.4,0.8,0.9,0.1
Udonis Haslem,4,11.0,3.0,2.8,36.4,0.8,33.3,4.0,0.3,0.3,0.0,0.0
Vic Law,8,7.7,1.9,2.3,33.3,0.9,14.3,1.4,0.4,0.3,0.3,0.0
