Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Tyler Zeller,66,16.8,6.7,5.1,56.0,0.4,35.7,4.6,0.7,0.7,0.2,0.5
Tyreke Evans,52,30.9,19.4,15.6,45.2,5.5,39.9,5.1,5.2,2.3,1.1,0.3
Tyrone Wallace,30,28.4,9.7,8.2,44.5,1.3,25.0,3.5,2.4,1.5,0.9,0.4
Tyson Chandler,46,25.0,6.5,4.1,64.7,0.0,0.0,9.1,1.2,1.3,0.3,0.6
Tyus Jones,82,17.9,5.1,4.0,45.7,1.6,34.9,1.6,2.8,0.7,1.2,0.1
Udonis Haslem,14,5.1,0.6,1.1,20.0,0.6,12.5,0.7,0.4,0.1,0.0,0.1
Vander Blue,5,9.0,0.6,1.0,20.0,0.4,0.0,0.2,0.6,0.6,0.2,0.0
Victor Oladipo,75,34.0,23.1,17.9,47.7,5.8,37.1,5.2,4.3,2.9,2.4,0.8
Vince Carter,58,17.7,5.4,4.9,40.3,2.8,34.5,2.6,1.2,0.6,0.7,0.4
Vincent Hunter,4,1.9,1.5,1.3,60.0,0.0,0.0,0.8,0.0,0.3,0.0,0.3
Wade Baldwin IV,7,11.5,5.4,3.0,66.7,0.7,80.0,1.1,0.7,0.6,0.3,0.1
Walt Lemon Jr.,5,7.0,3.4,3.2,43.8,0.2,100,0.4,1.0,0.8,0.0,0.2
Wayne Ellington,77,26.5,11.2,9.1,40.7,7.5,39.2,2.8,1.0,0.7,0.7,0.1
Wayne Selden,35,19.8,9.3,7.7,43.1,3.5,40.2,1.6,1.9,1.5,0.5,0.1
Wes Iwundu,62,16.5,3.7,3.5,42.7,0.7,19.6,2.2,0.9,0.5,0.5,0.2
Wesley Johnson,74,20.1,5.4,5.0,40.8,2.4,33.9,2.9,0.8,0.7,1.0,0.8
Wesley Matthews,63,33.8,12.7,11.1,40.6,6.4,38.1,3.1,2.7,1.3,1.2,0.3
Will Barton,81,33.1,15.7,12.7,45.2,5.2,37.0,5.0,4.1,1.8,1.0,0.6
Willie Cauley-Stein,73,28.0,12.8,10.6,50.2,0.2,25.0,7.0,2.4,1.5,1.1,0.9
Willie Reed,42,10.2,4.6,2.9,66.9,0.0,50.0,2.9,0.2,0.5,0.2,0.5
Willy Hernangomez,48,10.3,5.1,3.4,55.5,0.3,41.7,3.8,0.7,0.7,0.4,0.3
Wilson Chandler,74,31.7,10.0,8.5,44.5,3.3,35.8,5.4,2.1,1.2,0.6,0.5
Xavier Munford,6,3.5,0.5,1.0,16.7,0.3,0.0,0.2,0.7,0.3,0.2,0.0
Xavier Rathan-Mayes,5,23.6,5.8,8.4,28.6,2.8,7.1,1.0,3.6,2.2,1.2,0.6
Xavier Silas,2,3.7,0.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0
Yogi Ferrell,82,27.8,10.2,8.9,42.6,4.4,37.3,3.0,2.5,1.0,0.8,0.1
Zach Collins,66,15.8,4.4,4.4,39.8,1.7,31.0,3.3,0.8,0.9,0.3,0.5
Zach LaVine,24,27.3,16.7,14.8,38.3,5.1,34.1,3.9,3.0,1.8,1.0,0.2
Zach Randolph,59,25.6,14.5,12.9,47.3,2.5,34.7,6.7,2.2,2.0,0.7,0.2
Zaza Pachulia,69,14.1,5.4,3.8,56.4,0.0,0.0,4.7,1.6,1.0,0.6,0.2
Zhou Qi,18,6.9,1.2,1.8,18.8,1.1,10.5,1.2,0.1,0.6,0.1,0.8
