Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,CS_3PA,CS_3P%,PP100Pos,AST %,REB %,USG %,Height,Pos,TEAM,Class
Avery Bradley: 2017,46.0,31.2,14.3,13.6,41.4,4.4,36.9,2.5,2.0,2.2,1.1,0.2,5.2,50.0,3.9,36.9,0.0,4.4,3.7,39.6,22.5,10.5,4.0,22.9,74.0,SG,LAC,4
Blake Griffin: 2017,58.0,34.0,21.4,17.2,43.8,5.6,34.5,7.4,5.8,2.8,0.7,0.3,8.9,52.8,2.8,30.4,6.4,7.0,3.1,35.6,30.8,28.6,10.6,28.5,82.0,PF,DET,2
Bobby Portis: 2017,73.0,22.5,13.2,11.1,47.1,3.1,35.9,6.8,1.7,1.4,0.7,0.3,5.7,52.6,2.4,46.3,2.6,2.0,2.8,35.7,28.1,12.6,14.5,25.0,83.0,PF,CHI,5
Bogdan Bogdanovic: 2017,78.0,27.9,11.8,9.9,44.6,4.2,39.2,2.9,3.3,1.6,0.9,0.2,3.2,50.0,2.5,46.9,0.3,6.7,2.8,39.4,20.9,18.3,5.3,19.2,78.0,SG,SAC,1
Bradley Beal: 2017,82.0,36.3,22.6,18.1,46.0,6.5,37.5,4.4,4.5,2.6,1.2,0.4,6.5,55.4,5.1,44.8,0.4,10.4,3.9,43.0,30.5,20.6,6.2,26.8,77.0,SG,WAS,6
CJ McCollum: 2017,81.0,36.1,21.4,18.6,44.3,5.9,39.7,4.0,3.4,1.9,1.0,0.4,7.2,48.6,5.4,42.9,0.0,9.7,2.8,43.5,28.9,15.6,5.3,25.9,75.0,SG,POR,6
Clint Capela: 2017,74.0,27.5,13.9,9.1,65.2,0.0,0.0,10.8,0.9,1.4,0.8,1.9,8.9,66.3,0.2,23.1,0.7,1.0,0.0,0.0,24.7,5.5,19.8,19.0,82.0,C,HOU,3
Cory Joseph: 2017,82.0,27.0,7.9,7.4,42.4,2.3,35.3,3.2,3.2,1.1,1.0,0.2,2.4,50.0,2.7,40.8,0.0,6.1,1.9,38.6,14.4,16.4,5.9,14.3,75.0,PG,IND,1
Courtney Lee: 2017,76.0,30.4,12.0,9.9,45.4,3.7,40.6,2.9,2.4,1.1,1.1,0.2,3.1,58.1,3.1,39.5,0.0,4.0,2.6,42.0,19.4,11.3,4.8,16.5,77.0,SG,NYK,4
D'Angelo Russell: 2017,48.0,25.7,15.5,14.0,41.4,5.8,32.4,3.9,5.2,3.1,0.8,0.4,5.6,50.0,2.6,44.4,0.3,9.7,3.1,36.4,28.0,34.8,7.2,29.5,77.0,PG,BKN,6
DJ Augustin: 2017,75.0,23.5,10.2,7.2,45.2,3.6,41.9,2.1,3.8,1.6,0.7,0.0,2.9,48.3,0.6,46.8,0.0,7.8,2.0,43.7,21.0,25.1,4.4,18.2,72.0,PG,ORL,1
Danny Green: 2017,70.0,25.6,8.6,8.0,38.7,4.6,36.3,3.6,1.6,1.1,0.9,1.1,2.3,43.5,1.2,37.8,0.0,3.8,3.8,37.2,16.8,8.9,6.8,16.3,78.0,SG,SAS,0
Dante Cunningham: 2017,73.0,21.4,5.7,5.0,45.1,2.3,34.5,4.1,0.7,0.5,0.5,0.4,2.3,56.5,0.4,50.0,0.2,0.5,2.3,34.7,12.6,4.2,9.2,11.4,80.0,SF,BKN,0
Dario Saric: 2017,78.0,29.6,14.6,11.4,45.3,5.1,39.3,6.7,2.6,1.9,0.7,0.3,4.7,55.3,1.6,33.1,2.0,3.7,4.8,41.0,23.4,12.9,10.8,20.4,82.0,PF,PHI,4
Darius Miller: 2017,81.0,23.7,7.7,6.0,44.0,4.4,40.7,2.0,1.4,0.7,0.3,0.2,0.6,50.0,1.0,53.8,0.0,1.8,3.8,40.0,15.2,7.6,4.1,12.4,80.0,SF,NOP,0
Darren Collison: 2017,69.0,29.3,12.4,9.2,49.5,3.0,46.8,2.6,5.3,1.2,1.3,0.2,2.9,55.2,3.4,46.1,0.0,5.6,1.9,47.7,20.7,25.7,4.6,17.0,74.0,PG,IND,1
David Nwaba: 2017,70.0,23.5,7.9,6.0,47.8,0.7,34.6,4.7,1.5,1.1,0.8,0.4,5.2,50.0,0.1,33.3,0.4,4.5,0.7,37.0,16.3,9.4,9.5,15.3,76.0,SG,CHI,0
De'Aaron Fox: 2017,73.0,27.7,11.6,10.9,41.2,2.1,30.7,2.8,4.4,2.4,1.0,0.3,5.5,49.1,3.3,35.7,0.0,8.4,1.1,30.9,20.4,24.0,5.0,22.7,75.0,PG,SAC,1
DeAndre Jordan: 2017,77.0,31.5,12.0,7.5,64.5,0.0,0.0,15.2,1.5,1.8,0.5,0.9,7.4,64.9,0.1,0.0,1.5,0.1,0.0,0.0,18.6,7.4,23.6,15.1,83.0,C,LAC,3
DeMarre Carroll: 2017,73.0,29.9,13.5,10.8,41.4,5.4,37.1,6.6,2.0,1.4,0.8,0.4,4.6,50.0,0.9,26.9,0.2,5.5,4.4,38.8,21.7,10.6,10.4,19.4,80.0,PF,BKN,4
Dejounte Murray: 2017,81.0,21.5,8.1,7.5,44.3,0.4,26.5,5.7,2.9,1.7,1.2,0.4,5.4,50.0,1.8,32.9,0.0,8.2,0.4,27.3,18.5,20.2,12.8,20.1,77.0,PG,SAS,1
Delon Wright: 2017,68.0,20.9,8.2,6.4,46.5,2.3,36.6,2.9,2.9,1.1,1.0,0.5,3.9,53.8,0.2,37.5,0.0,7.1,1.5,41.2,19.1,20.1,6.9,16.9,77.0,PG,TOR,0
Devin Booker: 2017,54.0,34.5,24.9,19.5,43.2,7.1,38.3,4.5,4.7,3.6,0.9,0.3,6.9,47.8,5.4,43.2,1.9,10.1,3.3,40.4,33.3,23.3,6.2,30.1,78.0,SG,PHX,6
Dewayne Dedmon: 2017,62.0,24.9,10.0,7.7,52.4,2.3,35.5,7.9,1.5,1.4,0.6,0.8,3.9,66.7,1.5,46.2,0.6,0.4,2.2,36.5,19.3,9.0,15.8,16.6,84.0,C,ATL,5
Dillon Brooks: 2017,82.0,28.7,11.0,9.4,44.0,3.2,35.6,3.1,1.6,1.5,0.9,0.2,4.4,54.5,1.9,32.2,0.1,5.3,2.4,40.1,19.1,9.2,5.6,18.4,78.0,SF,MEM,0
Dion Waiters: 2017,30.0,30.6,14.3,13.7,39.8,5.7,30.6,2.6,3.8,2.3,0.8,0.3,5.3,52.8,2.7,34.6,0.0,14.7,3.7,33.6,23.2,21.0,4.3,25.0,76.0,SG,MIA,4
Dirk Nowitzki: 2017,77.0,24.7,12.0,9.8,45.6,4.4,40.9,5.7,1.6,0.7,0.6,0.6,1.2,58.3,4.3,46.5,2.6,0.1,4.1,42.1,23.6,9.8,11.8,19.9,84.0,C,DAL,5
Domantas Sabonis: 2017,74.0,24.5,11.6,8.9,51.4,0.5,35.1,7.7,2.0,1.9,0.5,0.4,6.6,57.6,1.8,36.8,2.6,1.6,0.5,35.3,23.4,12.7,16.0,21.4,82.0,C,IND,5
Donovan Mitchell: 2017,79.0,33.4,20.5,17.2,43.7,7.0,34.0,3.7,3.7,2.7,1.5,0.3,8.1,53.1,2.2,40.3,0.1,13.3,3.0,40.6,30.1,18.9,5.7,28.3,75.0,SG,UTA,6
Dorian Finney-Smith: 2017,21.0,21.3,5.9,5.8,38.0,3.2,29.9,3.6,1.2,1.0,0.5,0.2,2.0,50.0,0.6,30.8,0.2,1.8,2.7,33.3,13.5,8.6,7.9,14.4,80.0,PF,DAL,0
Doug McDermott: 2017,81.0,21.8,7.8,6.3,46.7,2.7,42.6,2.5,1.0,0.7,0.2,0.2,2.5,60.0,1.1,30.7,0.1,1.0,2.3,45.8,17.2,6.5,5.5,14.4,80.0,SF,DAL,0
Dragan Bender: 2017,82.0,25.2,6.5,5.9,38.6,3.9,36.6,4.4,1.6,1.4,0.3,0.6,1.7,47.1,0.3,8.7,1.1,1.8,3.9,36.7,12.1,8.9,8.2,12.5,85.0,PF,PHX,0
Draymond Green: 2017,70.0,32.7,11.0,8.8,45.4,3.7,30.1,7.6,7.3,2.9,1.4,1.3,4.5,60.0,0.7,31.4,4.3,2.2,3.2,30.8,15.8,28.6,11.7,16.8,79.0,PF,GSW,5
Dwight Howard: 2017,81.0,30.4,16.6,11.2,55.5,0.1,14.3,12.5,1.3,2.6,0.6,1.6,9.6,60.4,1.6,33.3,8.2,1.7,0.1,16.7,26.4,6.9,19.9,23.8,83.0,C,CHA,3
Dwight Powell: 2017,79.0,21.2,8.5,5.4,59.3,1.1,33.3,5.6,1.2,0.7,0.8,0.4,3.9,69.2,0.5,37.5,0.4,0.9,1.0,35.1,19.7,8.5,13.4,15.1,83.0,C,DAL,5
E'Twaun Moore: 2017,81.0,31.5,12.5,10.1,51.1,3.6,42.7,2.9,2.3,1.2,1.0,0.1,5.1,58.8,1.3,46.3,0.2,4.9,3.2,43.7,18.5,10.0,4.5,15.7,76.0,SG,NOP,4
Enes Kanter: 2017,71.0,25.8,14.1,10.0,59.2,0.0,0.0,11.0,1.5,1.7,0.5,0.5,9.0,61.1,1.0,40.6,5.9,0.4,0.0,0.0,26.8,9.1,21.2,21.2,83.0,C,NYK,3
Eric Bledsoe: 2017,74.0,31.4,17.7,13.4,47.3,4.9,34.7,3.8,5.0,2.9,2.0,0.6,6.1,59.0,2.4,42.5,0.4,12.2,2.9,39.0,27.6,24.6,6.3,25.4,73.0,PG,MIL,6
Eric Gordon: 2017,69.0,31.2,18.0,14.1,42.8,8.8,35.9,2.5,2.2,1.9,0.6,0.4,4.7,57.4,0.5,32.4,0.1,7.6,5.8,38.5,27.7,11.3,3.9,23.8,76.0,SG,HOU,4
Ersan Ilyasova: 2017,69.0,25.1,10.9,8.9,45.2,3.7,36.0,5.9,1.3,1.0,0.9,0.4,3.7,56.8,1.5,41.5,0.7,0.9,3.0,38.9,20.8,7.8,11.4,18.3,82.0,PF,PHI,0
Evan Fournier: 2017,57.0,32.2,17.8,14.1,45.9,5.9,37.9,3.2,2.9,1.7,0.8,0.3,6.0,53.3,2.2,46.8,0.1,8.1,4.3,40.3,26.1,13.8,4.8,22.6,79.0,SF,ORL,4
Evan Turner: 2017,79.0,25.7,8.2,7.3,44.7,1.7,31.8,3.1,2.2,1.3,0.6,0.4,2.8,53.6,2.8,44.2,1.8,3.5,1.6,30.6,15.6,12.8,5.7,15.3,79.0,SF,POR,0
Frank Kaminsky: 2017,79.0,23.2,11.1,9.1,42.9,3.5,38.0,3.6,1.6,0.8,0.5,0.2,4.1,51.2,1.4,33.6,1.2,4.4,3.3,37.5,23.0,11.3,7.8,20.2,84.0,PF,CHA,0
Frank Ntilikina: 2017,78.0,21.9,5.9,6.4,36.4,2.0,31.8,2.3,3.2,1.7,0.8,0.2,2.1,42.9,2.3,33.5,0.2,4.5,1.2,36.1,13.2,21.0,5.0,16.6,77.0,PG,NYK,1
Garrett Temple: 2017,65.0,24.8,8.4,7.3,41.8,3.5,39.2,2.3,1.9,1.2,0.9,0.4,1.8,50.0,2.0,39.1,0.0,2.2,2.5,43.6,16.9,11.5,4.7,16.0,78.0,SG,SAC,0
Gary Harris: 2017,67.0,34.4,17.5,13.6,48.5,5.9,39.6,2.6,2.9,1.8,1.8,0.2,5.5,61.8,2.2,39.9,0.1,7.5,4.3,41.3,24.7,12.8,3.9,20.4,76.0,SG,DEN,4
George Hill: 2017,67.0,27.0,10.0,7.7,46.0,3.1,41.5,2.7,2.8,1.3,0.9,0.4,2.8,57.1,1.8,36.4,0.3,5.1,2.2,41.6,18.4,14.5,5.1,16.1,75.0,PG,CLE,0
Gerald Green: 2017,41.0,22.7,12.1,10.1,40.7,7.3,36.9,3.2,0.6,0.8,0.6,0.4,1.9,52.6,1.0,46.2,0.1,2.5,5.2,35.8,25.8,4.5,6.9,21.9,79.0,SG,HOU,0
Giannis Antetokounmpo: 2017,75.0,36.7,26.9,18.7,52.9,1.9,30.7,10.0,4.8,3.0,1.5,1.4,12.4,63.7,4.5,33.7,3.9,11.0,1.1,34.9,36.0,23.7,14.1,30.7,83.0,PF,MIL,2
Greg Monroe: 2017,51.0,20.4,10.3,7.6,56.5,0.0,0.0,6.9,2.2,1.8,0.9,0.5,6.9,59.4,0.6,37.5,5.0,1.9,0.0,0.0,24.2,18.9,17.2,21.8,83.0,C,BOS,3
Harrison Barnes: 2017,77.0,34.2,18.9,15.7,44.5,4.3,35.7,6.1,2.0,1.5,0.6,0.2,7.3,52.1,4.1,41.1,4.5,7.3,3.3,35.1,27.3,10.1,8.9,24.7,80.0,PF,DAL,4
Isaiah Canaan: 2017,20.0,21.1,8.6,6.9,38.0,3.3,33.3,2.3,3.8,1.5,0.8,0.1,3.2,46.9,0.4,28.6,0.0,7.1,1.4,39.3,19.9,27.6,5.4,19.3,72.0,PG,PHX,1
Isaiah Thomas: 2017,32.0,26.9,15.2,13.2,37.3,5.9,29.3,2.1,4.8,3.0,0.5,0.1,5.0,44.0,2.3,44.6,0.0,12.3,2.4,29.5,26.2,26.8,3.7,27.6,69.0,PG,LAL,1
Ish Smith: 2017,82.0,24.9,10.9,9.8,48.6,1.2,34.7,2.7,4.4,1.3,0.8,0.2,5.4,53.7,3.1,46.9,0.0,11.1,0.6,33.3,21.3,27.3,5.4,20.3,72.0,PG,DET,1
JJ Redick: 2017,70.0,30.2,17.1,12.6,46.0,6.6,42.0,2.5,3.0,1.5,0.5,0.1,1.7,52.9,4.2,49.3,0.0,2.2,4.2,45.5,26.3,14.9,4.0,20.6,76.0,SG,PHI,4
JR Smith: 2017,80.0,28.1,8.3,7.4,40.3,4.8,37.5,2.9,1.8,1.0,0.9,0.1,1.3,53.8,1.3,42.5,0.1,3.1,3.7,39.4,14.3,8.7,5.3,13.6,78.0,SG,CLE,0
JaMychal Green: 2017,55.0,28.0,10.3,8.9,45.7,2.3,33.9,8.4,1.4,1.4,0.6,0.5,4.9,55.1,1.7,37.0,1.7,1.2,2.1,34.2,18.6,8.2,15.5,17.8,81.0,PF,MEM,5
Jabari Parker: 2017,31.0,24.0,12.6,10.7,48.2,2.6,38.3,4.9,1.9,1.5,0.8,0.3,5.5,54.5,2.6,43.8,1.1,4.3,2.0,42.6,25.1,12.9,10.0,22.8,80.0,PF,MIL,5
Jamal Crawford: 2017,80.0,20.7,10.3,9.3,41.5,3.9,33.1,1.2,2.3,1.2,0.5,0.1,1.7,52.9,3.7,45.1,0.0,2.5,2.1,37.9,24.3,17.7,3.1,23.1,77.0,SG,MIN,0
Jamal Murray: 2017,81.0,31.7,16.7,13.1,45.1,5.4,37.8,3.7,3.4,2.1,1.0,0.3,5.4,53.7,2.4,41.5,0.1,8.0,3.1,42.0,25.8,15.9,6.0,22.3,76.0,PG,DEN,4
Jameer Nelson: 2017,49.0,20.1,4.9,4.9,38.7,2.5,33.1,2.0,3.5,1.3,0.5,0.1,1.2,50.0,1.2,39.7,0.0,5.3,1.4,35.3,11.6,25.2,5.1,13.7,72.0,PG,DET,1
James Johnson: 2017,73.0,26.6,10.8,8.4,50.3,2.5,30.8,4.9,3.8,1.9,1.0,0.7,4.9,61.2,1.1,42.9,1.5,6.0,2.0,33.6,19.9,22.0,9.1,18.5,80.0,PF,MIA,5
Jarell Martin: 2017,73.0,22.7,7.7,6.8,44.6,1.3,34.7,4.4,1.0,1.2,0.5,0.7,3.7,48.6,1.8,38.5,0.6,1.6,1.3,34.8,16.8,7.3,9.6,16.8,82.0,PF,MEM,0
Jarrett Jack: 2017,62.0,25.0,7.5,7.1,42.7,1.4,29.1,3.1,5.6,1.9,0.6,0.1,3.0,50.0,2.8,41.3,0.2,7.5,0.7,28.3,14.7,30.2,6.1,16.4,75.0,PG,NYK,1
Jaylen Brown: 2017,70.0,30.7,14.5,11.5,46.5,4.4,39.5,4.9,1.6,1.8,1.0,0.4,5.9,52.5,1.2,39.5,1.2,4.7,3.7,39.1,23.2,8.1,7.8,20.8,79.0,SG,BOS,4
Jayson Tatum: 2017,80.0,30.5,13.9,10.4,47.5,3.0,43.4,5.0,1.6,1.4,1.0,0.7,4.8,52.1,2.7,43.7,0.9,5.7,2.2,48.0,22.4,8.1,8.1,19.2,80.0,SF,BOS,4
Jeff Green: 2017,78.0,23.4,10.8,7.9,47.7,2.2,31.2,3.2,1.3,1.0,0.5,0.4,4.5,57.8,1.2,36.5,1.3,2.4,1.9,33.1,22.3,8.1,6.6,19.0,81.0,PF,CLE,0
Jerami Grant: 2017,81.0,20.3,8.4,5.6,53.5,1.4,29.1,3.9,0.7,0.7,0.4,1.0,4.1,61.0,0.2,45.0,1.0,2.0,1.3,29.1,20.3,5.5,9.4,16.1,81.0,PF,OKC,5
Jeremy Lamb: 2017,80.0,24.6,12.9,10.4,45.7,3.2,37.0,4.1,2.3,1.2,0.8,0.4,4.4,56.8,2.8,40.4,0.1,5.6,2.0,38.5,25.4,15.4,8.0,22.0,77.0,SG,CHA,4
Jerian Grant: 2017,74.0,22.8,8.4,6.8,41.6,2.5,32.6,2.3,4.6,1.2,0.9,0.1,2.3,47.8,1.9,44.4,0.1,8.0,1.2,38.2,18.0,31.4,4.9,17.2,76.0,PG,CHI,1
Jerryd Bayless: 2017,39.0,23.7,7.9,6.7,41.6,3.7,37.0,2.1,1.4,1.2,0.6,0.2,2.1,52.4,0.9,32.4,0.0,2.7,3.3,37.5,15.5,8.5,4.1,14.6,75.0,SG,PHI,0
Joe Harris: 2017,78.0,25.3,10.8,8.0,49.1,4.6,41.9,3.3,1.6,1.2,0.4,0.3,3.1,61.3,0.3,33.3,0.0,4.5,3.8,41.7,20.4,10.1,6.3,16.1,78.0,SG,BKN,0
Joe Ingles: 2017,82.0,31.4,11.5,8.8,46.7,5.7,44.0,4.2,4.8,1.9,1.1,0.2,2.5,52.0,0.6,38.8,0.0,8.7,4.2,46.4,18.0,22.2,6.8,15.6,80.0,SF,UTA,4
Joe Johnson: 2017,55.0,21.9,6.8,6.5,40.6,2.6,27.6,3.1,1.5,0.9,0.3,0.1,2.3,52.2,1.6,47.7,2.5,2.8,2.4,28.4,15.1,10.9,7.0,15.7,79.0,SF,HOU,0
John Collins: 2017,74.0,24.1,10.5,7.4,57.6,0.6,34.0,7.3,1.3,1.4,0.6,1.1,5.9,64.4,0.9,32.8,0.9,0.8,0.6,39.0,20.9,9.0,14.7,17.4,82.0,PF,ATL,5
John Henson: 2017,76.0,25.9,8.8,6.6,57.2,0.1,14.3,6.8,1.5,1.1,0.6,1.4,5.8,60.3,0.7,35.7,0.6,0.3,0.1,25.0,16.7,8.3,13.6,14.9,83.0,C,MIL,3
Jonas Valanciunas: 2017,77.0,22.4,12.7,8.9,56.8,1.0,40.5,8.6,1.1,1.5,0.4,0.9,7.1,60.6,0.8,43.8,2.8,1.1,0.9,39.4,27.4,7.5,18.7,22.2,84.0,C,TOR,5
Jordan Clarkson: 2017,81.0,23.3,13.9,11.8,45.1,3.9,35.2,2.7,2.7,1.6,0.7,0.1,5.1,54.9,2.8,42.9,0.1,7.7,2.5,38.1,28.1,19.3,5.5,25.3,77.0,SG,CLE,4
Josh Richardson: 2017,81.0,33.2,12.9,10.9,45.1,4.1,37.8,3.5,2.9,1.7,1.5,0.9,4.1,53.7,2.7,43.5,0.2,6.6,3.9,38.8,19.2,13.1,5.3,17.6,78.0,SF,MIA,4
Jrue Holiday: 2017,81.0,36.1,19.0,15.4,49.4,4.4,33.7,4.5,6.0,2.6,1.5,0.8,8.6,58.1,2.3,46.8,0.7,12.3,2.0,39.5,24.6,24.3,6.0,22.5,76.0,SG,NOP,6
Julius Randle: 2017,82.0,26.7,16.1,11.0,55.8,0.5,22.2,8.0,2.6,2.6,0.5,0.5,9.6,60.4,0.8,31.9,4.6,4.5,0.4,28.6,28.7,15.8,14.4,25.1,81.0,C,LAL,5
Justin Holiday: 2017,72.0,31.5,12.2,10.9,37.1,6.2,35.9,4.0,2.1,1.3,1.1,0.4,2.4,41.7,2.2,34.4,0.0,3.4,4.8,37.0,18.5,9.7,6.2,17.7,78.0,SG,CHI,4
Justin Jackson: 2017,68.0,22.2,6.7,6.2,44.2,2.7,30.8,2.8,1.1,0.6,0.4,0.2,2.1,61.9,1.3,42.2,0.1,1.3,2.5,31.0,14.8,7.1,6.2,13.9,80.0,SF,SAC,0
Justise Winslow: 2017,68.0,24.7,7.8,7.2,42.4,1.9,38.0,5.4,2.2,1.1,0.8,0.5,4.5,48.9,0.8,22.8,0.6,4.6,1.7,38.1,15.5,13.4,10.7,15.8,79.0,PF,MIA,0
Jusuf Nurkic: 2017,79.0,26.4,14.3,12.0,50.5,0.1,0.0,9.0,1.8,2.3,0.8,1.4,9.6,54.2,2.3,37.9,4.5,0.7,0.1,0.0,26.3,11.5,16.2,25.7,84.0,C,POR,3
Kelly Olynyk: 2017,76.0,23.4,11.5,8.4,49.7,3.7,37.9,5.7,2.7,1.9,0.8,0.5,3.5,68.6,1.1,35.3,1.9,3.6,3.2,38.4,24.2,18.0,12.6,21.3,84.0,PF,MIA,5
Kelly Oubre Jr: 2017,81.0,27.5,11.8,9.8,40.3,4.6,34.1,4.5,1.2,1.1,1.0,0.4,4.1,51.2,1.2,24.5,0.0,4.1,3.9,34.7,20.6,6.7,8.1,18.8,79.0,SF,WAS,0
Kemba Walker: 2017,80.0,34.2,22.1,17.0,43.1,7.5,38.4,3.1,5.6,2.2,1.1,0.3,6.0,50.0,3.5,42.3,0.0,11.5,2.8,40.3,31.2,26.4,4.4,26.7,73.0,PG,CHA,6
Kent Bazemore: 2017,65.0,27.5,12.9,10.4,42.0,4.2,39.4,3.8,3.5,2.4,1.5,0.7,4.1,48.8,2.1,36.7,0.0,8.1,2.7,42.0,22.6,19.9,6.9,22.1,77.0,SG,ATL,1
Kentavious Caldwell-Pope: 2017,74.0,33.2,13.4,10.8,42.6,5.6,38.3,5.2,2.2,1.3,1.4,0.2,3.0,56.7,2.2,34.4,0.0,2.6,4.1,40.3,19.1,9.3,7.5,16.5,77.0,SG,LAL,4
Khris Middleton: 2017,82.0,36.4,20.1,15.5,46.6,5.0,35.9,5.2,4.0,2.3,1.5,0.3,5.0,54.0,5.5,49.3,1.5,7.5,3.5,39.2,27.2,17.2,7.6,23.9,80.0,SF,MIL,6
Klay Thompson: 2017,73.0,34.3,20.0,16.1,48.9,7.1,44.0,3.8,2.5,1.8,0.8,0.5,3.6,58.3,5.5,49.1,1.1,3.5,5.7,44.8,27.6,10.8,5.5,23.2,79.0,SG,GSW,4
Kobi Simmons: 2017,32.0,20.1,6.1,5.9,42.3,1.2,28.2,1.6,2.1,1.4,0.6,0.2,3.2,56.3,1.5,21.3,0.0,3.7,0.9,30.0,14.9,15.7,4.0,16.3,76.0,PG,MEM,0
Kris Dunn: 2017,52.0,29.3,13.4,12.8,42.9,2.6,32.1,4.3,6.0,2.9,2.0,0.5,6.4,48.4,3.8,42.9,1.0,12.2,1.3,30.0,22.0,31.9,7.1,24.5,76.0,PG,CHI,6
Kyle Anderson: 2017,74.0,26.7,7.9,5.9,52.7,0.8,33.3,5.4,2.7,1.3,1.6,0.8,4.1,58.5,1.1,44.3,0.4,5.2,0.7,36.0,14.7,14.6,10.0,13.3,81.0,SF,SAS,5
Kyle Kuzma: 2017,77.0,31.2,16.1,13.5,45.0,5.6,36.6,6.3,1.8,1.8,0.6,0.4,6.3,55.6,1.6,34.4,1.6,4.9,4.6,37.5,24.4,9.1,9.5,21.9,81.0,PF,LAL,4
Kyle Lowry: 2017,78.0,32.2,16.2,12.1,42.7,7.6,39.9,5.6,6.9,2.3,1.1,0.2,3.4,52.9,1.1,34.5,0.1,8.2,4.1,41.3,24.4,30.7,8.5,21.1,72.0,PG,TOR,1
Kyrie Irving: 2017,60.0,32.2,24.4,18.1,49.1,6.8,40.8,3.8,5.1,2.3,1.1,0.3,7.7,55.8,3.8,49.8,0.5,11.6,2.8,39.9,36.9,28.2,5.7,29.8,75.0,PG,BOS,6
Larry Nance Jr: 2017,66.0,21.5,8.7,6.3,58.1,0.2,16.7,6.8,1.2,0.8,1.3,0.6,4.7,66.0,1.3,38.6,0.9,0.3,0.1,25.0,19.2,8.5,15.2,15.5,81.0,C,CLE,5
Lonzo Ball: 2017,52.0,34.2,10.2,10.8,36.0,5.7,30.5,6.9,7.2,2.6,1.7,0.8,4.4,43.2,0.8,32.6,0.2,7.4,3.4,33.1,13.8,28.8,9.5,16.9,78.0,PG,LAL,1
Lou Williams: 2017,79.0,32.8,22.6,16.9,43.5,6.6,35.9,2.5,5.3,3.0,1.1,0.2,7.0,50.0,3.4,44.2,0.0,11.5,2.8,39.9,32.4,25.4,3.8,28.5,73.0,SG,LAC,6
Malcolm Brogdon: 2017,48.0,29.9,13.0,10.5,48.5,3.4,38.5,3.3,3.2,1.4,0.9,0.3,5.7,56.1,1.4,43.9,0.3,9.6,2.4,35.3,21.5,16.5,5.8,18.9,77.0,PG,MIL,1
Marc Gasol: 2017,73.0,33.0,17.2,14.2,42.0,4.4,34.1,8.1,4.2,2.7,0.7,1.4,6.1,44.3,3.7,46.6,10.2,3.1,4.1,35.0,26.3,22.5,12.7,25.5,85.0,C,MEM,2
Marcin Gortat: 2017,82.0,25.3,8.4,6.8,51.8,0.0,0.0,7.6,1.8,1.2,0.5,0.7,5.7,54.4,1.2,40.0,2.2,0.3,0.0,0.0,16.3,10.3,15.1,15.3,83.0,C,WAS,3
Marco Belinelli: 2017,80.0,24.3,12.1,9.6,44.1,4.9,37.7,1.9,1.9,1.2,0.8,0.2,2.0,55.0,2.7,46.5,0.0,2.3,3.3,38.2,23.6,11.5,3.8,19.7,77.0,SG,PHI,0
Marcus Smart: 2017,54.0,29.9,10.2,9.5,36.7,4.6,30.1,3.5,4.8,2.4,1.3,0.4,3.6,47.2,1.3,35.7,1.5,6.3,3.0,31.3,16.5,23.4,5.6,18.7,76.0,SG,BOS,1
Mario Chalmers: 2017,66.0,21.5,7.7,6.7,37.9,2.9,27.7,2.4,3.0,1.8,1.2,0.2,3.0,43.3,0.8,45.5,0.0,6.0,2.1,31.4,17.2,21.4,5.5,18.6,74.0,PG,MEM,1
Mario Hezonja: 2017,75.0,22.1,9.6,8.2,44.2,3.6,33.7,3.7,1.4,1.1,1.1,0.4,3.5,54.3,1.2,41.8,0.2,3.2,3.0,33.6,21.2,10.1,8.4,19.7,80.0,SF,ORL,0
Markieff Morris: 2017,73.0,27.0,11.5,9.4,48.0,2.8,36.7,5.6,1.9,1.7,0.8,0.5,3.7,59.5,2.9,43.3,3.5,1.4,2.6,38.3,21.1,10.7,10.7,19.4,82.0,PF,WAS,5
Marquese Chriss: 2017,72.0,21.2,7.7,6.6,42.3,2.6,29.5,5.5,1.2,1.5,0.7,1.0,3.3,54.5,0.7,39.6,1.5,1.4,2.5,30.6,17.0,8.1,12.1,17.6,82.0,PF,PHX,5
Marvin Williams: 2017,78.0,25.7,9.5,7.2,45.8,3.9,41.3,4.7,1.2,0.8,0.7,0.5,2.7,55.6,0.6,36.4,0.9,1.3,3.8,41.4,17.8,6.9,8.9,14.5,81.0,PF,CHA,0
Maurice Harkless: 2017,59.0,21.4,6.5,5.0,49.5,2.0,41.5,2.7,0.9,0.7,0.8,0.7,2.9,55.2,0.2,33.3,1.0,1.4,1.9,42.7,14.8,6.1,6.3,12.3,81.0,SF,POR,0
Michael Beasley: 2017,74.0,22.3,13.2,10.9,50.7,1.2,39.5,5.6,1.7,1.9,0.5,0.6,7.0,58.6,2.9,36.6,3.6,4.8,0.8,40.3,28.6,12.2,12.3,26.1,81.0,PF,NYK,5
Milos Teodosic: 2017,45.0,25.2,9.5,8.0,41.9,5.2,37.9,2.8,4.6,2.2,0.5,0.1,1.1,54.5,1.7,44.9,0.0,5.0,2.9,44.2,17.7,25.2,5.4,17.8,77.0,PG,LAC,1
