Player,Minutes,AST %,REB %,USG %
Sasha Kaun,3.8,5.2,12.9,11.9
Sasha Vujacic,14.9,14.6,7.8,15.9
Sean Kilpatrick,19.9,7.8,4.5,22.7
Serge Ibaka,32.1,3.7,10.3,17.4
Sergey Karasev,10.0,11.4,7.7,11.7
Seth Curry,15.7,14.8,4.2,17.2
Shabazz Muhammad,20.5,5.5,8.2,22.2
Shabazz Napier,10.9,25.3,4.5,19.6
Shane Larkin,22.4,30.0,5.2,17.2
Shaun Livingston,19.5,22.2,5.4,14.0
Shayne Whittington,5.8,12.0,13.6,17.2
Shelvin Mack,20.3,29.2,6.3,22.9
Solomon Hill,14.7,9.3,9.1,12.8
Sonny Weems,11.6,14.8,5.1,12.9
Spencer Dinwiddie,13.3,29.7,4.9,20.7
Spencer Hawes,18.2,17.1,11.2,16.8
Stanley Johnson,23.1,11.3,8.6,19.1
Stephen Curry,34.2,31.5,7.6,31.4
Steve Blake,17.0,31.1,4.3,14.3
Steve Novak,4.4,0.0,5.3,16.2
Steven Adams,25.2,4.2,12.6,12.5
T.J. McConnell,19.8,36.0,7.8,16.7
T.J. Warren,22.8,6.8,6.8,19.5
Taj Gibson,26.5,8.3,12.2,14.4
Tarik Black,12.7,5.3,15.5,13.0
Tayshaun Prince,19.0,7.3,5.1,8.1
Terrence Jones,20.9,6.9,10.0,19.0
Terrence Ross,23.9,5.3,5.2,17.8
Terry Rozier,8.0,19.9,8.8,16.8
Thabo Sefolosha,23.4,9.3,9.2,12.1
Thaddeus Young,33.0,9.4,14.2,21.7
Thanasis Antetokounmpo,3.1,0.0,6.7,28.6
Thomas Robinson,12.9,8.0,19.0,18.6
Tiago Splitter,16.1,7.7,10.4,15.0
Tibor Pleiss,6.8,4.3,10.3,18.6
Tim Duncan,25.2,15.3,14.8,17.1
Tim Frazier,14.5,33.9,7.3,19.2
Tim Hardaway Jr.,16.9,8.9,4.8,15.9
Timofey Mozgov,17.4,3.9,12.9,16.0
Tobias Harris,33.1,10.6,10.1,19.2
Toney Douglas,20.7,18.8,5.6,18.9
Tony Allen,25.3,6.8,9.4,16.7
Tony Parker,27.5,29.4,4.6,21.1
Tony Snell,20.3,7.0,6.8,13.4
Tony Wroten,18.0,27.4,6.9,32.0
Trevor Ariza,35.3,10.0,6.4,15.6
Trevor Booker,20.7,8.3,14.0,14.1
Trey Burke,21.3,20.1,4.1,24.2
Trey Lyles,17.3,7.2,11.1,17.8
Tristan Thompson,27.7,4.0,16.2,11.4
Troy Daniels,11.1,8.3,5.7,19.5
Ty Lawson,21.4,25.1,4.0,14.5
Tyler Ennis,14.2,22.5,5.9,16.8
Tyler Hansbrough,7.8,3.8,12.7,14.4
Tyler Johnson,24.0,15.1,6.4,16.7
Tyler Zeller,11.8,7.3,11.4,22.5
Tyreke Evans,30.6,36.6,8.4,25.4
Tyson Chandler,24.5,6.4,17.4,12.6
Tyus Jones,15.5,27.8,4.1,15.1
Udonis Haslem,7.0,8.0,15.6,13.1
Victor Oladipo,33.0,18.2,7.1,22.4
Vince Carter,16.8,8.9,7.1,17.7
Wayne Ellington,21.2,8.2,5.3,17.2
Wesley Johnson,20.8,4.5,7.2,15.3
Wesley Matthews,33.9,8.8,4.5,17.1
Will Barton,28.7,14.7,9.9,22.6
Willie Cauley-Stein,21.4,3.8,12.2,13.1
Willie Reed,10.9,3.9,14.3,17.5
Xavier Munford,17.4,13.6,6.4,16.8
Zach LaVine,28.0,18.7,5.1,22.8
Zach Randolph,29.7,12.5,13.6,24.7
Zaza Pachulia,26.4,10.1,18.0,16.3
